group_name,state,valid_district_id,valid_nces_id,valid_opp_count,valid_opp_revenue,valid_school_count,valid_session_count,valid_session_revenue,valid_course_count,orphaned_district_id,orphaned_opp_count,orphaned_opp_revenue,orphaned_school_count,orphaned_session_count,orphaned_course_count,combined_revenue,action
BRIDGEHAMPTON SCHOOL DISTRICT,NY,17592273286395,3605370,10,51191,1,0,0,0,17592188843427,9,46491,0,0,0,97682,"Migrate opps from orphaned_district_id to valid_district_id, then retire orphaned ID"
PALMYRA-MACEDON SCHOOL DISTRICT,NY,17592295287364,3622380,0,0,4,0,0,0,17592188843829,2,93000,0,0,0,93000,"Migrate opps from orphaned_district_id to valid_district_id, then retire orphaned ID"
SOUTH BRUNSWICK TOWNSHIP SCHOOL DISTRICT,NJ,17592295332843,3415210,0,0,10,0,0,0,17592284317229,1,90000,0,0,0,90000,"Migrate opps from orphaned_district_id to valid_district_id, then retire orphaned ID"
MARATHON CENTRAL SCHOOL DISTRICT,NY,17592297177217,17592241079526 ,5,48868,3,176,3228.3,22,17592239104634,3,37259,0,0,0,89355.3,"Migrate opps from orphaned_district_id to valid_district_id, then retire orphaned ID"
ALFRED-ALMOND CENTRAL SCHOOL DISTRICT,NY,17592295381514,3602700,0,0,2,0,0,0,17592284312584,1,86700,0,0,0,86700,"Migrate opps from orphaned_district_id to valid_district_id, then retire orphaned ID"
FLORIDA UNION FREE SCHOOL DISTRICT SCHOOLS,NY,17592297177418,3625320,6,60615.68,2,0,0,0,17592188151131,5,26040,0,0,0,86655.68,"Migrate opps from orphaned_district_id to valid_district_id, then retire orphaned ID"
ELMIRA HEIGHTS CENTRAL SCHOOL DISTRICT,NY,17592295240356,3610590,2,75733.13,3,50,4078.27,1,17592284311019,1,4222.8,0,0,0,84034.2,"Migrate opps from orphaned_district_id to valid_district_id, then retire orphaned ID"
SHERBURNE-EARLVILLE CENTRAL SCHOOL DISTRICT,NY,17592297177198,3626700,4,40376,4,230,1943.1,12,17592239795135,4,40376,0,0,0,82695.1,"Migrate opps from orphaned_district_id to valid_district_id, then retire orphaned ID"
NORTH BABYLON SCHOOL DISTRICT,NY,17592246338397,3620910,11,39570,8,256,3300,26,17592188843769,11,39570,0,0,0,82440,"Migrate opps from orphaned_district_id to valid_district_id, then retire orphaned ID"
JERSEY CITY SCHOOL DISTRICT,NJ,17592295315181,3407830,0,0,40,0,0,0,17592284311121,1,80000,0,0,0,80000,"Migrate opps from orphaned_district_id to valid_district_id, then retire orphaned ID"
CAMDEN CENTRAL SCHOOL DISTRICT,NY,17592297177380,3606240,4,39437,6,0,0,15,17592232483696,4,39437,0,0,0,78874,"Migrate opps from orphaned_district_id to valid_district_id, then retire orphaned ID"
LONG BEACH SCHOOL DISTRICT,NY,17592276048177,3617730,9,42875,6,0,0,0,17592188843467,7,35375,0,0,0,78250,"Migrate opps from orphaned_district_id to valid_district_id, then retire orphaned ID"
EAST ROCKAWAY SCHOOL DISTRICT,NY,17592246347569,3609960,4,39037.5,2,0,0,0,17592188153768,4,39037.5,0,0,0,78075.0,"Migrate opps from orphaned_district_id to valid_district_id, then retire orphaned ID"
EDISON TOWNSHIP SCHOOL DISTRICT,NJ,17592295223361,3404500,0,0,19,0,0,0,17592284311630,2,75000,0,0,0,75000,"Migrate opps from orphaned_district_id to valid_district_id, then retire orphaned ID"
EAST WILLISTON SCHOOL DISTRICT,NY,17592246331852,3610050,11,35225.5,4,365,4135.1,54,17592190775743,11,35225.5,0,0,0,74586.1,"Migrate opps from orphaned_district_id to valid_district_id, then retire orphaned ID"
ROCKY POINT SCHOOL DISTRICT,NY,17592247496229,3624840,9,36733.66,5,127,3785.3,8,17592191139109,8,32733.66,0,0,0,73252.62,"Migrate opps from orphaned_district_id to valid_district_id, then retire orphaned ID"
HARDIN MIDDLE SCHOOL,MT,17592238767286,301331000394,2,31672,5,1346,8985.87,123,17592188371832,2,31672,0,0,0,72329.87,"Migrate opps from orphaned_district_id to valid_district_id, then retire orphaned ID"
CLINTON COMMUNITY SCHOOL DISTRICT,IA,17592286908777,17592286908777,2,44992,10,34,5712,1,17592284312135,1,19992,0,0,0,70696,"Migrate opps from orphaned_district_id to valid_district_id, then retire orphaned ID"
WICHITA STATE UNIVERSITY,KS,17592236333693,156125,3,35110,3,326,0,8,17592188843803,3,35110,0,0,0,70220,"Migrate opps from orphaned_district_id to valid_district_id, then retire orphaned ID"
PENNS GROVE-CARNEYS POINT REGIONAL SCHOOL DISTRICT,NJ,17592295305177,3412840,0,0,5,0,0,0,17592284313981,1,70000,0,0,0,70000,"Migrate opps from orphaned_district_id to valid_district_id, then retire orphaned ID"
BURNT HILLS-BALLSTON LAKE SCHOOL DISTRICT,NY,17592297177488,17592238765887 ,7,36961.7,6,16,1200,9,17592188843469,6,31759.7,0,0,0,69921.4,"Migrate opps from orphaned_district_id to valid_district_id, then retire orphaned ID"
UTRGV- LYFORD & RAYMONDVILLE,TX,17592238767669,17592238767669,8,32573,5,289,11712.5,48,17592188843843,6,25373,0,0,0,69658.5,"Migrate opps from orphaned_district_id to valid_district_id, then retire orphaned ID"
SPENCER-VAN ETTEN CENTRAL SCHOOL DISTRICT,NY,17592297177646,3627750,2,34400,4,0,0,2,17592239879930,2,34400,0,0,0,68800,"Migrate opps from orphaned_district_id to valid_district_id, then retire orphaned ID"
ULSTER BOCES (DISTRICT),NY,17592295359180,3680920,0,0,1,0,0,0,17592284318906,2,67200,0,0,0,67200,"Migrate opps from orphaned_district_id to valid_district_id, then retire orphaned ID"
SEACOAST CLASSICAL ACADEMY,NH,17592258296982,17592258296982,2,32678.05,1,13,864,1,17592247211817,1,31238.05,0,0,0,64780.1,"Migrate opps from orphaned_district_id to valid_district_id, then retire orphaned ID"
SAUGERTIES CENTRAL SCHOOL DISTRICT,NY,17592295217558,3625800,0,0,6,0,0,0,17592284315939,2,63870,0,0,0,63870,"Migrate opps from orphaned_district_id to valid_district_id, then retire orphaned ID"
SOUTHWESTERN CENTRAL SCHOOL DISTRICT,NY,17592295276790,3627660,0,0,3,0,0,0,17592188843885,3,61850,0,0,0,61850,"Migrate opps from orphaned_district_id to valid_district_id, then retire orphaned ID"
P.S. 180 SEEALL ACADEMY,NY,17592257980605,360015102626,3,30498.6,1,18,5246.98,3,17592257982378,2,24999,0,0,0,60744.58,"Migrate opps from orphaned_district_id to valid_district_id, then retire orphaned ID"
SOUTH COLONIE SCHOOL DISTRICT,NY,17592297177130,3627210,6,30213,10,21,0,15,17592188843555,6,30213,0,0,0,60426,"Migrate opps from orphaned_district_id to valid_district_id, then retire orphaned ID"
BERLIN SCHOOL DISTRICT,NY,17592295260978,3604620,0,0,2,0,0,0,17592188429940,2,60000,0,0,0,60000,"Migrate opps from orphaned_district_id to valid_district_id, then retire orphaned ID"
HORNELL CITY SCHOOL DISTRICT,NY,17592295284202,3614820,0,0,3,0,0,0,17592284311842,2,60000,0,0,0,60000,"Migrate opps from orphaned_district_id to valid_district_id, then retire orphaned ID"
MT VERNON CITY SCHOOL DISTRICT,NY,17592295227417,3620100,0,0,15,0,0,0,17592188112204,3,59311.75,0,0,0,59311.75,"Migrate opps from orphaned_district_id to valid_district_id, then retire orphaned ID"
WARWICK VALLEY CENTRAL SCHOOL DISTRICT,NY,17592295306698,3629970,1,50000,4,0,0,0,17592188009460,2,3956.36,0,0,0,53956.36,"Migrate opps from orphaned_district_id to valid_district_id, then retire orphaned ID"
MALVERNE SCHOOL DISTRICT,NY,17592276050587,3618210,7,26000,4,0,0,0,17592188843858,6,25000,0,0,0,51000,"Migrate opps from orphaned_district_id to valid_district_id, then retire orphaned ID"
SOUTHERN CAYUGA SCHOOL DISTRICT,NY,17592297177171,3627570,10,25141.25,4,10,0,11,17592188522816,10,25141.25,0,0,0,50282.5,"Migrate opps from orphaned_district_id to valid_district_id, then retire orphaned ID"
MONROE-WOODBURY CENTRAL SCHOOL DISTRICT,NY,17592295191863,3619650,0,0,7,0,0,0,17592284310672,1,50000,0,0,0,50000,"Migrate opps from orphaned_district_id to valid_district_id, then retire orphaned ID"
UNION COUNTY PUBLIC SCHOOLS,NC,17592295370590,3704620,0,0,49,0,0,0,17592284311458,1,50000,0,0,0,50000,"Migrate opps from orphaned_district_id to valid_district_id, then retire orphaned ID"
MANCHESTER-SHORTSVILLE CENTRAL SCHOOL DISTRICT (RED JACKET),NY,17592295376722,3624270,0,0,3,0,0,0,17592284313435,1,50000,0,0,0,50000,"Migrate opps from orphaned_district_id to valid_district_id, then retire orphaned ID"
PEARL RIVER SCHOOL DISTRICT,NY,17592297177485,3622560,6,23970,6,120,0,48,17592190775338,6,23970,0,0,0,47940,"Migrate opps from orphaned_district_id to valid_district_id, then retire orphaned ID"
CALAVERAS COUNTY OFFICE OF EDUCATION,CA,17592238766777,691003,1,23750,6,323,0,14,17592190777115,1,23750,0,0,0,47500,"Migrate opps from orphaned_district_id to valid_district_id, then retire orphaned ID"
HONEOYE FALLS-LIMA SCHOOL DISTRICT,NY,17592297177356,17592246338232,0,0,4,0,0,0,17592188052967,8,47169.3,0,0,0,47169.3,"Migrate opps from orphaned_district_id to valid_district_id, then retire orphaned ID"
TUCKAHOE SCHOOL DISTRICT,NY,17592295282019,3629040,0,0,3,0,0,0,17592191744222,9,45597,0,0,0,45597,"Migrate opps from orphaned_district_id to valid_district_id, then retire orphaned ID"
SIDNEY SCHOOL DISTRICT,NY,17592295259311,3626850,0,0,3,0,0,0,17592188055028,2,44500,0,0,0,44500,"Migrate opps from orphaned_district_id to valid_district_id, then retire orphaned ID"
JACKSON COUNTY SCHOOLS,WV,17592246338243,5400540,1,16720,14,155,9234,6,17592241754487,1,16720,0,0,0,42674,"Migrate opps from orphaned_district_id to valid_district_id, then retire orphaned ID"
HARLINGEN CONSOLIDATED INDEPENDENT SCHOOL DISTRICT,TX,17592295346658,4822530,0,0,33,0,0,0,17592284311475,1,40000,0,0,0,40000,"Migrate opps from orphaned_district_id to valid_district_id, then retire orphaned ID"
COMMACK SCHOOL DISTRICT,NY,17592295228719,3608130,0,0,8,0,0,0,17592188432019,7,38909,0,0,0,38909,"Migrate opps from orphaned_district_id to valid_district_id, then retire orphaned ID"
SPRINGVILLE-GRIFFITH INSTITUTE CENTRAL SCHOOL DISTRICT,NY,17592295297255,3612990,0,0,4,0,0,0,17592188843598,6,38400,0,0,0,38400,"Migrate opps from orphaned_district_id to valid_district_id, then retire orphaned ID"
COLUMBUS COMMUNITY SCHOOL DISTRICT,IA,17592252962967,17592290820812,2,14829.21,8,228,12005.97,10,17592286392623,1,11225.61,0,0,0,38060.79,"Migrate opps from orphaned_district_id to valid_district_id, then retire orphaned ID"
LIVERPOOL CENTRAL SCHOOL DISTRICT,NY,17592297177398,3617520,3,18200,15,0,0,5,17592238969848,3,18200,0,0,0,36400,"Migrate opps from orphaned_district_id to valid_district_id, then retire orphaned ID"
GUILDERLAND SCHOOL DISTRICT,NY,17592295283708,3613080,0,0,7,0,0,0,17592190542517,5,36325,0,0,0,36325,"Migrate opps from orphaned_district_id to valid_district_id, then retire orphaned ID"
NIAGARA FALLS CITY SCHOOL DISTRICT,NY,17592295248832,3620820,0,0,11,0,0,0,17592188085243,3,36250,0,0,0,36250,"Migrate opps from orphaned_district_id to valid_district_id, then retire orphaned ID"
MORAVIA SCHOOL DISTRICT,NY,17592297177169,17592259278494,0,0,3,13,0,9,17592188843815,11,34053,0,0,0,34053,"Migrate opps from orphaned_district_id to valid_district_id, then retire orphaned ID"
PORT JEFFERSON SCHOOL DISTRICT,NY,17592259709280,3623490,9,16883.98,4,263,826.2,20,17592188843712,8,15383.98,0,0,0,33094.16,"Migrate opps from orphaned_district_id to valid_district_id, then retire orphaned ID"
SHERMAN CENTRAL SCHOOL DISTRICT,NY,17592297177186,17592236770607 ,4,20164.5,3,296,2038.78,7,17592236636091,2,8722,0,0,0,30925.28,"Migrate opps from orphaned_district_id to valid_district_id, then retire orphaned ID"
WESTMORLAND UNION ELEMENTARY SCHOOL DISTRICT,CA,17592295293768,642180,0,0,1,0,0,0,17592188843854,2,30467,0,0,0,30467,"Migrate opps from orphaned_district_id to valid_district_id, then retire orphaned ID"
LYNBROOK UNION FREE SCHOOL DISTRICT,NY,17592257417375,3617910,2,16120,8,105,2931.29,14,17592193637411,1,10000,0,0,0,29051.29,"Migrate opps from orphaned_district_id to valid_district_id, then retire orphaned ID"
MASSENA CENTRAL SCHOOL DISTRICT,NY,17592295190926,17592271184327,2,13725.57,1,4,2746.68,1,17592188113578,1,10750,0,0,0,27222.25,"Migrate opps from orphaned_district_id to valid_district_id, then retire orphaned ID"
HERKIMER CENTRAL SCHOOL DISTRICT,NY,17592297177308,3614220,3,12441.16,3,7,560,7,17592237216017,3,12441.16,0,0,0,25442.32,"Migrate opps from orphaned_district_id to valid_district_id, then retire orphaned ID"
BUFFALO PUBLIC SCHOOL DISTRICT,NY,17592295298870,3605850,0,0,66,0,0,0,17592193634608,1,25000,0,0,0,25000,"Migrate opps from orphaned_district_id to valid_district_id, then retire orphaned ID"
OLD NATIONAL TRAIL SPECIAL SERVICES COOPERATIVE,IN,17592274734427,17592274734427 ,2,15000,1,0,0,0,17592274734964,1,10000,0,0,0,25000,"Migrate opps from orphaned_district_id to valid_district_id, then retire orphaned ID"
BLOOM ACADEMY CHARTER SCHOOL,TX,17592296996787,4801466,2,8781.9,1,64,8489.6,2,17592295314534,2,7150,0,0,0,24421.5,"Migrate opps from orphaned_district_id to valid_district_id, then retire orphaned ID"
WEST CONTRA COSTA UNIFIED SCHOOL DISTRICT,CA,17592250823194,17592250823194,2,20075,56,54,2465,1,17592250822991,1,0,0,0,0,22540,"Migrate opps from orphaned_district_id to valid_district_id, then retire orphaned ID"
LONG COUNTY SCHOOL DISTRICT,GA,17592238767255,17592238767255,2,10208,7,208,2000,4,17592236672806,2,10208,0,0,0,22416,"Migrate opps from orphaned_district_id to valid_district_id, then retire orphaned ID"
VIBORG-HURLEY SCHOOL DISTRICT 60-6,SD,17592256640241,17592256640241,3,10130,5,33,5130,1,17592256638671,2,7090,0,0,0,22350,"Migrate opps from orphaned_district_id to valid_district_id, then retire orphaned ID"
ROCHESTER INSTITUTE OF TECHNOLOGY,NY,17592236333770,195003,3,11062,4,0,0,0,17592188843813,3,11062,0,0,0,22124,"Migrate opps from orphaned_district_id to valid_district_id, then retire orphaned ID"
HASTINGS-ON-HUDSON SCHOOL DISTRICT,NY,17592295293917,3613950,0,0,3,0,0,0,17592188143517,1,21000,0,0,0,21000,"Migrate opps from orphaned_district_id to valid_district_id, then retire orphaned ID"
LODGE GRASS PUBLIC SCHOOLS,MT,17592238767247,3017010/3017040,1,10000,1,0,0,0,17592188361268,1,10000,0,0,0,20000,"Migrate opps from orphaned_district_id to valid_district_id, then retire orphaned ID"
YELLOW SPRINGS EXEMPTED VILLAGE SCHOOL DISTRICT,OH,17592292332733,3905011 ,1,9946,3,0,0,0,17592291360687,1,9946,0,0,0,19892,"Migrate opps from orphaned_district_id to valid_district_id, then retire orphaned ID"
INVENT LEARNING HUB,IN,17592250100173,17592250100173 ,2,9160,2,84,4200,1,17592250099697,1,5000,0,0,0,18360,"Migrate opps from orphaned_district_id to valid_district_id, then retire orphaned ID"
WELD COUNTY SCHOOL DISTRICT 6,CO,17592246333700,800270,4,9000,0,0,0,0,17592187927024,4,9000,0,0,0,18000,"Migrate opps from orphaned_district_id to valid_district_id, then retire orphaned ID"
WEST NORTHFIELD SCHOOL DISTRICT 31,IL,17592292259527,1741700,3,7347.79,3,140,7631.91,1,17592291707097,2,2574.29,0,0,0,17553.99,"Migrate opps from orphaned_district_id to valid_district_id, then retire orphaned ID"
FALLS CITY PUBLIC SCHOOLS,NE,17592254480606,17592254480606,2,8230,5,136,3040,1,17592254480667,1,5000,0,0,0,16270,"Migrate opps from orphaned_district_id to valid_district_id, then retire orphaned ID"
CENTRAL LAKES COLLEGE,MN,17592236333755,173203,1,8070,8,0,0,0,17592188167699,1,8070,0,0,0,16140,"Migrate opps from orphaned_district_id to valid_district_id, then retire orphaned ID"
METROPOLITAN EXPEDITIONARY LEARNING SCHOOL - MELS,NY,17592238767280,360010006188,1,5385.28,1,153,5187.19,3,17592236632607,1,5385.28,0,0,0,15957.75,"Migrate opps from orphaned_district_id to valid_district_id, then retire orphaned ID"
LYNDONVILLE SCHOOL DISTRICT,NY,17592295270695,3617970,0,0,2,0,0,0,17592188520897,4,15750,0,0,0,15750,"Migrate opps from orphaned_district_id to valid_district_id, then retire orphaned ID"
MSAD 37,ME,17592295340077,2311430,0,0,4,0,0,0,17592188175618,1,15750,0,0,0,15750,"Migrate opps from orphaned_district_id to valid_district_id, then retire orphaned ID"
SPENCERPORT CENTRAL SCHOOL DISTRICT,NY,17592297177361,3627780,3,9305,12,224,1040.4,2,17592247955798,2,5021,0,0,0,15366.4,"Migrate opps from orphaned_district_id to valid_district_id, then retire orphaned ID"
NORTH TONAWANDA CITY SCHOOL DISTRICT,NY,17592295228983,3621240,0,0,6,0,0,0,17592188083607,2,15000,0,0,0,15000,"Migrate opps from orphaned_district_id to valid_district_id, then retire orphaned ID"
GLENS FALLS CITY SCHOOL DISTRICT,NY,17592295208259,3612240,0,0,5,0,0,0,17592284312887,1,15000,0,0,0,15000,"Migrate opps from orphaned_district_id to valid_district_id, then retire orphaned ID"
WILLIAMSON CENTRAL SCHOOL DISTRICT,NY,17592297177660,3631440,1,7500,4,0,0,1,17592233673482,1,7500,0,0,0,15000,"Migrate opps from orphaned_district_id to valid_district_id, then retire orphaned ID"
GRAYSLAKE COMMUNITY CONSOLIDATED SCHOOL DISTRICT 46,IL,17592288602058,17592288602058,2,7799.94,10,145,5330,1,17592285354738,1,1299.99,0,0,0,14429.93,"Migrate opps from orphaned_district_id to valid_district_id, then retire orphaned ID"
