Account,Contract: NCES ID,Contract: Opportunity,LMS Opp ID,Contract: Contract Owner,Contract #,Subscription: Subscription #,Net Price,Quantity,Net Total,Product,Product Type,Sub Product,Course Name,Curriculum Provider,School (Account),Grade,Office Hours,CC/Teacher Collaboration Meetings,Start Date,Delivery End Date,Subscription: Created Date,Contract: Created Date
Dayton Public Schools,3904384,Dayton Public Schools_ESC_Renewal Business_FY 26,17592317685959,Jenn Russart,475,SUB-0004322,"$12,662.03",2,"$25,324.06",45-60 min 4DaysStandard Full Year,Tier 1,Core Subjects - Math,Probability and Statistics,BFW: Achieve,David H Ponitz Career Center High School,12,,,8/25/2025,6/7/2026,7/30/2025,6/25/2025
Dayton Public Schools,3904384,Dayton Public School_ Renewal Add On _FY26,17592317685955,Jenn Russart,498,SUB-0004644,"$12,521.00",1,"$12,521.00",45-60 min 4DaysStandard Full Year,Tier 1,Core Subjects - Science,Physics,McGraw Hill: Inspire Science,Meadowdale High School,12,,,8/25/2025,6/14/2026,8/11/2025,7/16/2025
Dayton Public Schools,3904384,Dayton Public Schools_ESC_Renewal Business_FY 26,17592317685959,Jenn Russart,475,SUB-0004972,"$15,500.00",1,"$15,500.00",45-60 min 5DaysStandard Full Year,Tier 1,Core Subjects - Math,Algebra II,Savvas: Envision Math,Belmont High School,12,,,9/5/2025,6/5/2026,9/3/2025,6/25/2025
Dayton Public Schools,3904384,Dayton Public Schools_ESC_Renewal Business_FY 26,17592317685959,Jenn Russart,475,SUB-0004819,"$15,500.00",1,"$15,500.00",45-60 min 5DaysStandard Full Year,Tier 1,Core Subjects - Math,Math 7,Carnegie: Math Solutions,Edwin Joel Brown Pk-8 School,7,,,8/25/2025,6/5/2026,8/21/2025,6/25/2025
Dayton Public Schools,3904384,Dayton Public Schools_ESC_Renewal Business_FY 26,17592317685959,Jenn Russart,475,SUB-0004816,"$14,890.85",1,"$14,890.85",45-60 min 5DaysStandard Full Year,Tier 1,Core Subjects - Science,Middle School Integrated Science,McGraw Hill: Inspire Science,Wright Brothers Middle School,8,,,8/25/2025,6/7/2026,8/21/2025,6/25/2025
Dayton Public Schools,3904384,Dayton Public Schools_ESC_Renewal Business_FY 26,17592317685959,Jenn Russart,475,SUB-0004476,"$15,500.00",6,"$93,000.00",45-60 min 5DaysStandard Full Year,Tier 1,Core Subjects - Math,Math 7,Carnegie: Math Solutions,Edwin Joel Brown Pk-8 School,7,,,8/25/2025,6/5/2026,8/6/2025,6/25/2025
Dayton Public Schools,3904384,Dayton Public Schools_ESC_Renewal Business_FY 26,17592317685959,Jenn Russart,475,SUB-0004320,"$14,890.85",5,"$74,454.25",45-60 min 5DaysStandard Full Year,Tier 1,Core Subjects - Science,Middle School Integrated Science,McGraw Hill: Inspire Science,Wright Brothers Middle School,8,,,8/25/2025,6/7/2026,7/30/2025,6/25/2025
Dayton Public Schools,3904384,Dayton Public School_ Renewal Add On _FY26,17592317685955,Jenn Russart,498,SUB-0005144,"$9,949.94",4,"$39,799.76",45-60 min 5DaysStandard Full Year,Tier 1,Core Subjects - Math,Math 8,Elevate Curriculum,Belmont High School,8,,,11/5/2025,6/5/2026,10/22/2025,7/16/2025
Dayton Public Schools,3904384,Dayton Public School_ Renewal Add On _FY26,17592317685955,Jenn Russart,498,SUB-0004716,"$14,725.00",4,"$58,900.00",45-60 min 5DaysStandard Full Year,Tier 1,Core Subjects - Math,Algebra II,Savvas: Envision Math,Belmont High School,12,,,8/25/2025,6/14/2026,8/14/2025,7/16/2025
Dayton Public Schools,3904384,Dayton Public School_ Renewal Add On _FY26,17592317685955,Jenn Russart,498,SUB-0004477,"$14,725.00",-3,"-$44,175.00",45-60 min 5DaysStandard Full Year,Tier 1,Core Subjects - Math,Geometry,Savvas: Envision Math,David H Ponitz Career Center High School,12,,,8/23/2025,6/7/2026,8/6/2025,7/16/2025
Dayton Public Schools,3904384,Dayton Public School_ Renewal Add On _FY26,17592317685955,Jenn Russart,498,SUB-0004303,"$14,725.00",1,"$14,725.00",45-60 min 5DaysStandard Full Year,Tier 1,Core Subjects - Science,Chemistry,McGraw Hill: Inspire Science,Dunbar Early College High School,12,,,8/25/2025,6/7/2026,7/29/2025,7/16/2025
Dayton Public Schools,3904384,Dayton Public School_ Renewal Add On _FY26,17592317685955,Jenn Russart,498,SUB-0004302,"$14,725.00",3,"$44,175.00",45-60 min 5DaysStandard Full Year,Tier 1,Core Subjects - Science,Chemistry,McGraw Hill: Inspire Science,Meadowdale High School,12,,,8/25/2025,6/7/2026,7/29/2025,7/16/2025
Dayton Public Schools,3904384,Dayton Public School_ Renewal Add On _FY26,17592317685955,Jenn Russart,498,SUB-0004301,"$14,725.00",5,"$73,625.00",45-60 min 5DaysStandard Full Year,Tier 1,Core Subjects - Science,Biology,McGraw Hill: Inspire Science,Dunbar Early College High School,12,,,8/25/2025,6/7/2026,7/29/2025,7/16/2025
Dayton Public Schools,3904384,Dayton Public School_ Renewal Add On _FY26,17592317685955,Jenn Russart,498,SUB-0004300,"$14,725.00",5,"$73,625.00",45-60 min 5DaysStandard Full Year,Tier 1,Core Subjects - Math,Geometry,Savvas: Envision Math,David H Ponitz Career Center High School,12,,,8/25/2025,6/7/2026,7/29/2025,7/16/2025
Dayton Public Schools,3904384,Dayton Public School_ Renewal Add On _FY26,17592317685955,Jenn Russart,498,SUB-0005706,"$7,264.94",2,"$14,529.88",61-75 min 5DaysStandard Semester,Tier 1,Core Subjects - ELA,ELA 9,Edmentum,Alternative School at Jackson Center,9,,,2/5/2026,5/29/2026,1/29/2026,7/16/2025
Dayton Public Schools,3904384,Dayton Public School_ Renewal Add On _FY26,17592317685955,Jenn Russart,498,SUB-0005705,"$7,264.94",2,"$14,529.88",61-75 min 5DaysStandard Semester,Tier 1,Core Subjects - Science,Biology,Edmentum,Alternative School at Jackson Center,12,,,2/5/2026,5/29/2026,1/29/2026,7/16/2025
Dayton Public Schools,3904384,Dayton Public School_ Renewal Add On _FY26,17592317685955,Jenn Russart,498,SUB-0005704,"$7,264.94",2,"$14,529.88",61-75 min 5DaysStandard Semester,Tier 1,Core Subjects - Math,Algebra I,Edmentum,Alternative School at Jackson Center,10,,,2/5/2026,5/29/2026,1/29/2026,7/16/2025
Dayton Public Schools,3904384,Dayton Public School_ Renewal Add On _FY26,17592317685955,Jenn Russart,498,SUB-0005703,"$7,264.94",2,"$14,529.88",61-75 min 5DaysStandard Semester,Tier 1,Core Subjects - Math,Pre-Algebra,Edmentum,Alternative School at Jackson Center,10,,,2/5/2026,5/29/2026,1/29/2026,7/16/2025
Dayton Public Schools,3904384,Dayton Public Schools_ESC_Renewal Business_FY 26,17592317685959,Jenn Russart,475,SUB-0004817,"$1,000.00",1,"$1,000.00",Change Fee,Fee,Change,,,,,,,8/21/2025,,8/21/2025,6/25/2025
Dayton Public Schools,3904384,Dayton Public School_ Renewal Add On _FY26,17592317685955,Jenn Russart,498,SUB-0005707,"$41,880.48",1,"$41,880.48",Placeholder Product,Placeholder Product,,,,,,,,1/23/2026,,1/29/2026,7/16/2025
Deerfield Unified School District 216,2005460,Deerfield USD 216_Tier 1_Renewal_FY26,17592317691742,Phil Dugliss,443,SUB-0003701,"$13,180.00",1,"$13,180.00",45-60 min 4DaysStandard Full Year,Tier 1,World Languages,Spanish II,Elevate Curriculum,Deerfield High School,10,18,,8/12/2025,6/1/2026,5/19/2025,5/19/2025
Deerfield Unified School District 216,2005460,Deerfield USD 216_Tier 1_Renewal_FY26,17592317691742,Phil Dugliss,443,SUB-0003699,"$13,180.00",1,"$13,180.00",45-60 min 4DaysStandard Full Year,Tier 1,World Languages,Spanish I,Elevate Curriculum,Deerfield High School,9,18,,8/12/2025,6/1/2026,5/19/2025,5/19/2025
Deerfield Unified School District 216,2005460,Deerfield USD 216_Tier 1_Renewal_FY26,17592317691742,Phil Dugliss,443,SUB-0003702,$50.00,18,$900.00,Student Office Hours,Student Office Hours,,,,,,,,3/26/2025,,5/19/2025,5/19/2025
Deerfield Unified School District 216,2005460,Deerfield USD 216_Tier 1_Renewal_FY26,17592317691742,Phil Dugliss,443,SUB-0003700,$50.00,18,$900.00,Student Office Hours,Student Office Hours,,,,,,,,3/26/2025,,5/19/2025,5/19/2025
Delavan Community Unit School District 703,1712060,Delavan CUSD 703_Tier 1_Renewal_FY26,17592317693089,Phil Dugliss,455,SUB-0003757,"$13,180.00",1,"$13,180.00",45-60 min 4DaysStandard Full Year,Tier 1,World Languages,Spanish II,Elevate Curriculum,Delavan High School,11,,,8/13/2025,5/21/2026,5/29/2025,5/29/2025
Delavan Community Unit School District 703,1712060,Delavan CUSD 703_Tier 1_Renewal_FY26,17592317693089,Phil Dugliss,455,SUB-0003756,"$13,180.00",1,"$13,180.00",45-60 min 4DaysStandard Full Year,Tier 1,World Languages,Spanish I,Elevate Curriculum,Delavan High School,9,,,8/13/2025,5/21/2026,5/29/2025,5/29/2025
Denver Public Schools No. 1,803360,Denver Public Schools _ New Business_FY26,17592317686525,Jenn Russart,576,SUB-0005652,"$2,877.12",-1,"-$2,877.12",30 - 44 mins 3 Days Standard Semester,Supplemental,Intervention Live,K-5 Math & ELA Support,District Created Curriculum,Oakland Elementary,5,,,1/20/2026,6/5/2026,1/20/2026,12/22/2025
Denver Public Schools No. 1,803360,Denver Public Schools _ New Business_FY26,17592317686525,Jenn Russart,576,SUB-0005589,"$2,877.12",6,"$17,262.72",30 - 44 mins 3 Days Standard Semester,Supplemental,Intervention Live,K-5 Math & ELA Support,Curriculum Associates: iReady,Oakland Elementary,5,,,1/20/2026,6/5/2026,12/22/2025,12/22/2025
Denver Public Schools No. 1,803360,Denver Public Schools _ New Business_FY26,17592317686525,Jenn Russart,576,SUB-0005588,"$3,966.40",6,"$23,798.40",30 - 44 mins 3Days Diverse Semester,Diverse Learning,Bilingual Core,K-5 Math & ELA Support,Curriculum Associates: iReady,Oakland Elementary,5,,,1/20/2026,6/5/2026,12/22/2025,12/22/2025
Denver Public Schools No. 1,803360,Denver Public Schools _ New Business_FY26,17592317686525,Jenn Russart,576,SUB-0005581,"$6,097.60",1,"$6,097.60",30 - 44 mins 5Days Diverse Semester,Diverse Learning,Bilingual Core,K-5 Math & ELA Support,Amplify: CKLA,Traylor Academy,5,,,1/20/2026,6/5/2026,12/22/2025,12/22/2025
Denver Public Schools No. 1,803360,Denver Public Schools _ New Business_FY26,17592317686525,Jenn Russart,576,SUB-0005579,"$6,097.60",1,"$6,097.60",30 - 44 mins 5Days Diverse Semester,Diverse Learning,Bilingual Core,Science 3-5,Tailor Made Elevate Curriculum,Traylor Academy,3,,,1/20/2026,6/5/2026,12/22/2025,12/22/2025
Denver Public Schools No. 1,803360,Denver Public Schools _ New Business_FY26,17592317686525,Jenn Russart,576,SUB-0005578,"$6,097.60",1,"$6,097.60",30 - 44 mins 5Days Diverse Semester,Diverse Learning,Bilingual Core,Adapted Math 3,Illustrative: Illustrative Math,Traylor Academy,3,,,1/20/2026,6/5/2026,12/22/2025,12/22/2025
Denver Public Schools No. 1,803360,Denver Public Schools _ New Business_FY26,17592317686525,Jenn Russart,576,SUB-0005575,"$6,097.60",1,"$6,097.60",30 - 44 mins 5Days Diverse Semester,Diverse Learning,Bilingual Core,Science 3-5,Tailor Made Elevate Curriculum,Traylor Academy,4,,8,1/20/2026,6/5/2026,12/22/2025,12/22/2025
Denver Public Schools No. 1,803360,Denver Public Schools _ New Business_FY26,17592317686525,Jenn Russart,576,SUB-0005577,"$10,162.67",1,"$10,162.67",61-75 min 5DaysDiverse Semester,Diverse Learning,Bilingual Core,Adapted Math 4,Illustrative: Illustrative Math,Traylor Academy,4,,,1/20/2026,6/5/2026,12/22/2025,12/22/2025
Denver Public Schools No. 1,803360,Denver Public Schools _ New Business_FY26,17592317686525,Jenn Russart,576,SUB-0005580,"$12,195.20",1,"$12,195.20",76-90 min 5DaysDiverse Semester,Diverse Learning,Bilingual Core,K-5 Math & ELA Support,Illustrative: Illustrative Math,Traylor Academy,5,,,1/20/2026,6/5/2026,12/22/2025,12/22/2025
Denver Public Schools No. 1,803360,Denver Public Schools _ New Business_FY26,17592317686525,Jenn Russart,576,SUB-0005920,$274.79,1,$274.79,Change Fee,Fee,Change,,,,,,,3/3/2026,,3/26/2026,12/22/2025
Denver Public Schools No. 1,803360,Denver Public Schools _ New Business_FY26,17592317686525,Jenn Russart,576,SUB-0005864,"$10,608.64",1,"$10,608.64",Over 90 min 5DaysStandard Semester,Tier 1,Bilingual Core,K-5 Math & ELA Support,Curriculum Associates: iReady,Oakland Elementary,1,,,2/27/2026,6/5/2026,2/27/2026,12/22/2025
Denver Public Schools No. 1,803360,Denver Public Schools _ New Business_FY26,17592317686525,Jenn Russart,576,SUB-0005585,"$10,608.64",1,"$10,608.64",Over 90 min 5DaysStandard Semester,Tier 1,Bilingual Core,K-5 Math & ELA Support,Other District Curriculum,Oakland Elementary,1,,,1/20/2026,6/5/2026,12/22/2025,12/22/2025
Denver Public Schools No. 1,803360,Denver Public Schools _ New Business_FY26,17592317686525,Jenn Russart,576,SUB-0005576,$882.00,8,"$7,056.00",Teacher Collaboration Hours,Teacher Collaboration Hours,,,,,,,,1/20/2026,,12/22/2025,12/22/2025
Desoto Parish School Board,2200510,Desoto Parish_Tier1_Renewal_FY26 2nd Sem,17592317691173,Lauren Kleist,570,SUB-0005533,"$11,012.60",3,"$33,037.80",76-90 min 5DaysStandard Semester,Tier 1,Core Subjects - Science,Environmental Science,Elevate Curriculum,North Desoto High School,12,,,1/5/2026,5/24/2026,12/16/2025,12/16/2025
Detroit Leadership Academy (District),2600974,Detroit Leadership Academy_Tier 1_Renewal_FY26,17592317689208,Lauren Kleist,529,SUB-0004552,"$15,500.00",3,"$46,500.00",45-60 min 5DaysStandard Full Year,Tier 1,Core Subjects - Science,Physics,Elevate Curriculum,Detroit Leadership Academy Middle / High School,11,,,8/25/2025,6/12/2026,8/8/2025,8/7/2025
Detroit Leadership Academy (District),2600974,Detroit Leadership Academy_Tier 1_Renewal_FY26,17592317689208,Lauren Kleist,529,SUB-0004551,"$15,500.00",3,"$46,500.00",45-60 min 5DaysStandard Full Year,Tier 1,Core Subjects - Science,Chemistry,Elevate Curriculum,Detroit Leadership Academy Middle / High School,11,,,8/25/2025,6/12/2026,8/8/2025,8/7/2025
Detroit Leadership Academy (District),2600974,Detroit Leadership Academy_Tier 1_Renewal_FY26,17592317689208,Lauren Kleist,529,SUB-0004536,"$15,500.00",3,"$46,500.00",45-60 min 5DaysStandard Full Year,Tier 1,Core Subjects - Math,Algebra I,Elevate Curriculum,Detroit Leadership Academy Middle / High School,9,,,8/25/2025,6/12/2026,8/7/2025,8/7/2025
Dillard Academy,370007402420,Dillard Academy_Tier 1_Renewal_FY26,17592317688060,Lauren Kleist,451,SUB-0004707,"$26,505.00",1,"$26,505.00",Over 90 min 5DaysStandard Full Year,Tier 1,Core Subjects - ELA,ELA 8,Elevate Curriculum,Dillard Academy,8,,,8/24/2025,5/29/2026,8/13/2025,5/28/2025
Dillard Academy,370007402420,Dillard Academy_Tier 1_Renewal_FY26,17592317688060,Lauren Kleist,451,SUB-0004298,"$26,505.00",1,"$26,505.00",Over 90 min 5DaysStandard Full Year,Tier 1,Core Subjects - ELA,ELA 8,Elevate Curriculum,Dillard Academy,8,,,8/24/2025,5/29/2026,7/29/2025,5/28/2025
Dorchester County School District 04,4500002,Dorchester 04_New Business_Tier 1_FY26,17592317691720,Nora Navarro,500,SUB-0004181,"$14,725.00",2,"$29,450.00",45-60 min 5DaysStandard Full Year,Tier 1,Core Subjects - ELA,ELA 8,Elevate Curriculum,Woodland Middle,8,,,8/7/2025,5/29/2026,7/22/2025,7/22/2025
Dougherty County School District,1301830,Dougherty County_Tier 1_Renewal_FY26,17592317685349,Jenn Russart,486,SUB-0004599,"$13,180.00",2,"$26,360.00",45-60 min 4DaysStandard Full Year,Tier 1,World Languages,Spanish 1A,Elevate Curriculum,Albany Middle School,8,,1,8/15/2025,5/28/2026,8/8/2025,7/1/2025
Dougherty County School District,1301830,Dougherty County_Tier 1_Renewal_FY26,17592317685349,Jenn Russart,486,SUB-0004603,"$3,807.00",2,"$7,614.00",45-60 min 4DaysStandard Interim,Enrichment,"College, Career & Technology - CCT",Computer Science Explorations 1 (Semester) (CodeHS),CodeHS,Albany Middle School,6,,1,10/7/2025,12/14/2025,8/8/2025,7/1/2025
Dougherty County School District,1301830,Dougherty County_Tier 1_Renewal_FY26,17592317685349,Jenn Russart,486,SUB-0004601,"$3,807.00",2,"$7,614.00",45-60 min 4DaysStandard Interim,Enrichment,"College, Career & Technology - CCT",Computer Science Explorations 1 (Semester) (CodeHS),CodeHS,Albany Middle School,6,,1,8/15/2025,10/6/2025,8/8/2025,7/1/2025
Dougherty County School District,1301830,Dougherty County_Tier 1_Renewal_FY26,17592317685349,Jenn Russart,486,SUB-0004593,"$3,807.00",2,"$7,614.00",45-60 min 4DaysStandard Interim,Tier 1,World Languages,Spanish 1A,Elevate Curriculum,Albany Middle School,6,,1,3/16/2026,5/10/2026,8/8/2025,7/1/2025
Dougherty County School District,1301830,Dougherty County_Tier 1_Renewal_FY26,17592317685349,Jenn Russart,486,SUB-0004591,"$3,807.00",2,"$7,614.00",45-60 min 4DaysStandard Interim,Tier 1,World Languages,Spanish 1A,Elevate Curriculum,Albany Middle School,6,,1,1/12/2026,3/8/2026,8/8/2025,7/1/2025
Dougherty County School District,1301830,Dougherty County_Tier 1_Renewal_FY26,17592317685349,Jenn Russart,486,SUB-0004589,"$3,807.00",2,"$7,614.00",45-60 min 4DaysStandard Interim,Tier 1,World Languages,Spanish 1A,Elevate Curriculum,Albany Middle School,6,,1,10/7/2025,12/18/2025,8/8/2025,7/1/2025
Dougherty County School District,1301830,Dougherty County_Tier 1_Renewal_FY26,17592317685349,Jenn Russart,486,SUB-0004587,"$3,807.00",2,"$7,614.00",45-60 min 4DaysStandard Interim,Tier 1,World Languages,Spanish 1A,Elevate Curriculum,Albany Middle School,6,,1,8/20/2025,10/6/2025,8/8/2025,7/1/2025
Dougherty County School District,1301830,Dougherty County_Tier 1_Renewal_FY26,17592317685349,Jenn Russart,486,SUB-0004609,"$7,610.00",2,"$15,220.00",45-60 min 4DaysStandard Semester,Enrichment,"College, Career & Technology - CCT",Computer Science Explorations 2 (Semester) (CodeHS),CodeHS,Albany Middle School,7,,1,8/15/2025,12/25/2025,8/8/2025,7/1/2025
Dougherty County School District,1301830,Dougherty County_Tier 1_Renewal_FY26,17592317685349,Jenn Russart,486,SUB-0004597,"$7,610.00",2,"$15,220.00",45-60 min 4DaysStandard Semester,Tier 1,World Languages,Spanish 1A,Elevate Curriculum,Albany Middle School,7,,1,1/12/2026,5/24/2026,8/8/2025,7/1/2025
Dougherty County School District,1301830,Dougherty County_Tier 1_Renewal_FY26,17592317685349,Jenn Russart,486,SUB-0004595,"$7,610.00",2,"$15,220.00",45-60 min 4DaysStandard Semester,Tier 1,World Languages,Spanish 1A,Elevate Curriculum,Albany Middle School,7,,1,8/15/2025,12/25/2025,8/8/2025,7/1/2025
Dougherty County School District,1301830,Dougherty County_Tier 1_Renewal_FY26,17592317685349,Jenn Russart,486,SUB-0005066,"$15,500.00",-1,"-$15,500.00",45-60 min 5DaysStandard Full Year,Tier 1,World Languages,Spanish I,Elevate Curriculum,Monroe Comprehensive High School,9,,,9/16/2025,6/23/2026,9/22/2025,7/1/2025
Dougherty County School District,1301830,Dougherty County_Tier 1_Renewal_FY26,17592317685349,Jenn Russart,486,SUB-0004843,"$15,500.00",1,"$15,500.00",45-60 min 5DaysStandard Full Year,Tier 1,World Languages,Spanish III,Elevate Curriculum,Monroe Comprehensive High School,12,,,9/3/2025,6/23/2026,8/22/2025,7/1/2025
Dougherty County School District,1301830,Dougherty County_Tier 1_Renewal_FY26,17592317685349,Jenn Russart,486,SUB-0004842,"$15,500.00",1,"$15,500.00",45-60 min 5DaysStandard Full Year,Tier 1,World Languages,Spanish II,Elevate Curriculum,Monroe Comprehensive High School,10,,,9/3/2025,6/23/2026,8/22/2025,7/1/2025
Dougherty County School District,1301830,Dougherty County_Tier 1_Renewal_FY26,17592317685349,Jenn Russart,486,SUB-0004841,"$15,500.00",4,"$62,000.00",45-60 min 5DaysStandard Full Year,Tier 1,World Languages,Spanish I,Elevate Curriculum,Monroe Comprehensive High School,9,,,9/3/2025,6/23/2026,8/22/2025,7/1/2025
Dougherty County School District,1301830,Dougherty County_Tier 1_Renewal_FY26,17592317685349,Jenn Russart,486,SUB-0004375,"$15,500.00",2,"$31,000.00",45-60 min 5DaysStandard Full Year,Tier 1,World Languages,Spanish 1A,Elevate Curriculum,Merry Acres Middle School,7,,,8/13/2025,6/1/2026,7/31/2025,7/1/2025
Dougherty County School District,1301830,Dougherty County_Tier 1_Renewal_FY26,17592317685349,Jenn Russart,486,SUB-0004371,"$15,500.00",2,"$31,000.00",45-60 min 5DaysStandard Full Year,Tier 1,World Languages,Spanish I,Elevate Curriculum,Merry Acres Middle School,8,1,1,8/12/2025,6/1/2026,7/31/2025,7/1/2025
Dougherty County School District,1301830,Dougherty County_Tier 1_Renewal_FY26,17592317685349,Jenn Russart,486,SUB-0004100,"$15,500.00",8,"$124,000.00",45-60 min 5DaysStandard Full Year,Tier 1,World Languages,Spanish I,Elevate Curriculum,Robert A Cross Middle Magnet School,8,1,1,8/1/2025,5/21/2026,7/11/2025,7/1/2025
Dougherty County School District,1301830,Dougherty County_Tier 1_Renewal_FY26,17592317685349,Jenn Russart,486,SUB-0004093,"$15,500.00",3,"$46,500.00",45-60 min 5DaysStandard Full Year,Tier 1,Core Subjects - Math,Algebra II (Georgia),Elevate Curriculum,Westover Comprehensive High School,10,,,8/1/2025,5/21/2026,7/11/2025,7/1/2025
Dougherty County School District,1301830,Dougherty County_Tier 1_Renewal_FY26,17592317685349,Jenn Russart,486,SUB-0004092,"$15,500.00",3,"$46,500.00",45-60 min 5DaysStandard Full Year,Tier 1,Core Subjects - Math,Geometry (Georgia),Elevate Curriculum,Westover Comprehensive High School,10,,,8/1/2025,5/21/2026,7/11/2025,7/1/2025
Dougherty County School District,1301830,Dougherty County_Tier 1_Renewal_FY26,17592317685349,Jenn Russart,486,SUB-0004058,"$15,500.00",6,"$93,000.00",45-60 min 5DaysStandard Full Year,Enrichment,"College, Career & Technology - CCT",Foundations of Engineering,Georgia CTAE,Monroe Comprehensive High School,12,1,1,8/1/2025,5/21/2026,7/8/2025,7/1/2025
Dougherty County School District,1301830,Dougherty County_Tier 1_Renewal_FY26,17592317685349,Jenn Russart,486,SUB-0004042,"$15,500.00",6,"$93,000.00",45-60 min 5DaysStandard Full Year,Enrichment,World Language Enrichment,Spanish Enrichment (K-5),Elevate Curriculum,Radium Springs Elementary School,5,,1,8/1/2025,5/21/2026,7/8/2025,7/1/2025
Dougherty County School District,1301830,Dougherty County_Tier 1_Renewal_FY26,17592317685349,Jenn Russart,486,SUB-0005625,"$8,950.00",6,"$53,700.00",45-60 min 5DaysStandard Semester,Tier 1,Core Subjects - Math,Probability and Statistics,Elevate Curriculum,Monroe Comprehensive High School,12,1,1,1/12/2026,5/25/2026,1/9/2026,7/1/2025
Dougherty County School District,1301830,Dougherty County_Tier 1_Renewal_FY26,17592317685349,Jenn Russart,486,SUB-0004212,"$8,950.00",6,"$53,700.00",45-60 min 5DaysStandard Semester,Tier 1,Core Subjects - Math,Probability and Statistics,Elevate Curriculum,Monroe Comprehensive High School,12,,,8/4/2025,1/9/2026,7/22/2025,7/1/2025
Dougherty County School District,1301830,Dougherty County_Tier 1_Renewal_FY26,17592317685349,Jenn Russart,486,SUB-0004086,"$8,950.00",5,"$44,750.00",45-60 min 5DaysStandard Semester,Supplemental,Small Group - ELA,6-8 Math & ELA Support,Elevate Curriculum,Albany Middle School,7,,1,8/1/2025,12/18/2025,7/11/2025,7/1/2025
Dougherty County School District,1301830,Dougherty County_Tier 1_Renewal_FY26,17592317685349,Jenn Russart,486,SUB-0005641,"$9,510.00",2,"$19,020.00",61-75 min 4DaysStandard Semester,Tier 1,World Languages,Spanish I,Elevate Curriculum,Commodore Conyers College and Career Academy,9,,,1/28/2026,6/8/2026,1/13/2026,7/1/2025
Dougherty County School District,1301830,Dougherty County_Tier 1_Renewal_FY26,17592317685349,Jenn Russart,486,SUB-0005640,"$9,510.00",-1,"-$9,510.00",61-75 min 4DaysStandard Semester,Tier 1,World Languages,Spanish II,Elevate Curriculum,Commodore Conyers College and Career Academy,9,,,1/13/2026,5/24/2026,1/13/2026,7/1/2025
Dougherty County School District,1301830,Dougherty County_Tier 1_Renewal_FY26,17592317685349,Jenn Russart,486,SUB-0004472,"$9,510.00",1,"$9,510.00",61-75 min 4DaysStandard Semester,Tier 1,World Languages,Spanish II,Elevate Curriculum,Commodore Conyers College and Career Academy,12,,,8/19/2025,1/5/2026,8/5/2025,7/1/2025
Dougherty County School District,1301830,Dougherty County_Tier 1_Renewal_FY26,17592317685349,Jenn Russart,486,SUB-0004044,"$9,510.00",3,"$28,530.00",61-75 min 4DaysStandard Semester,Tier 1,World Languages,Spanish I,Elevate Curriculum,Commodore Conyers College and Career Academy,9,,1,8/1/2025,12/18/2025,7/8/2025,7/1/2025
Dougherty County School District,1301830,Dougherty County_Tier 1_Renewal_FY26,17592317685349,Jenn Russart,486,SUB-0004040,"$9,510.00",4,"$38,040.00",61-75 min 4DaysStandard Semester,Tier 1,World Languages,Spanish II,Elevate Curriculum,Commodore Conyers College and Career Academy,9,,1,1/5/2026,5/24/2026,7/8/2025,7/1/2025
Dougherty County School District,1301830,Dougherty County_Tier 1_Renewal_FY26,17592317685349,Jenn Russart,486,SUB-0004600,"$1,800.00",1,"$1,800.00",CC/Teacher Collaboration Meetings - Full Year,Teacher Collaberation Meetings,Full Year,,,,,,,8/15/2025,,8/8/2025,7/1/2025
Dougherty County School District,1301830,Dougherty County_Tier 1_Renewal_FY26,17592317685349,Jenn Russart,486,SUB-0004574,"$1,800.00",1,"$1,800.00",CC/Teacher Collaboration Meetings - Full Year,Teacher Collaberation Meetings,Full Year,,,,,,,8/15/2025,,8/8/2025,7/1/2025
Dougherty County School District,1301830,Dougherty County_Tier 1_Renewal_FY26,17592317685349,Jenn Russart,486,SUB-0004556,"$1,800.00",1,"$1,800.00",CC/Teacher Collaboration Meetings - Full Year,Teacher Collaberation Meetings,Full Year,,,,,,,8/15/2025,,8/8/2025,7/1/2025
Dougherty County School District,1301830,Dougherty County_Tier 1_Renewal_FY26,17592317685349,Jenn Russart,486,SUB-0004374,"$1,800.00",1,"$1,800.00",CC/Teacher Collaboration Meetings - Full Year,Teacher Collaberation Meetings,Full Year,,,,,,,8/1/2025,,7/31/2025,7/1/2025
Dougherty County School District,1301830,Dougherty County_Tier 1_Renewal_FY26,17592317685349,Jenn Russart,486,SUB-0004102,"$1,800.00",1,"$1,800.00",CC/Teacher Collaboration Meetings - Full Year,Teacher Collaberation Meetings,Full Year,,,,,,,8/1/2025,,7/11/2025,7/1/2025
Dougherty County School District,1301830,Dougherty County_Tier 1_Renewal_FY26,17592317685349,Jenn Russart,486,SUB-0004604,$600.00,1,$600.00,CC/Teacher Collaboration Meetings - Interim,Teacher Collaberation Meetings,Interim,,,,,,,8/15/2025,,8/8/2025,7/1/2025
Dougherty County School District,1301830,Dougherty County_Tier 1_Renewal_FY26,17592317685349,Jenn Russart,486,SUB-0004602,$600.00,1,$600.00,CC/Teacher Collaboration Meetings - Interim,Teacher Collaberation Meetings,Interim,,,,,,,8/15/2025,,8/8/2025,7/1/2025
Dougherty County School District,1301830,Dougherty County_Tier 1_Renewal_FY26,17592317685349,Jenn Russart,486,SUB-0004594,$600.00,1,$600.00,CC/Teacher Collaboration Meetings - Interim,Teacher Collaberation Meetings,Interim,,,,,,,8/15/2025,,8/8/2025,7/1/2025
