Account,Contract: NCES ID,Contract: Opportunity,LMS Opp ID,Contract: Contract Owner,Contract #,Subscription: Subscription #,Net Price,Quantity,Net Total,Product,Product Type,Sub Product,Course Name,Curriculum Provider,School (Account),Grade,Office Hours,CC/Teacher Collaboration Meetings,Start Date,Delivery End Date,Subscription: Created Date,Contract: Created Date
Bibb County School District,1300420,Bibb County School District_Tier 1_ Renewal_FY26,17592317685993,Jenn Russart,485,SUB-0005771,"$2,508.15",1,"$2,508.15",Cancellation Fee,Fee,Cancellation,,,,,,,5/15/2026,,2/11/2026,6/30/2025
Bibb County School District,1300420,Bibb County School District_Tier 1_ Renewal_FY26,17592317685993,Jenn Russart,485,SUB-0005768,"$1,254.07",1,"$1,254.07",Cancellation Fee,Fee,Cancellation,,,,,,,5/15/2026,,2/11/2026,6/30/2025
Bibb County School District,1300420,Bibb County School District_Tier 1_ Renewal_FY26,17592317685993,Jenn Russart,485,SUB-0005339,$900.00,1,$900.00,CC/Teacher Collaboration Meetings - Semester,Teacher Collaberation Meetings,Semester,,,,,,,11/19/2025,,11/20/2025,6/30/2025
Bibb County School District,1300420,Bibb County School District_Tier 1_ Renewal_FY26,17592317685993,Jenn Russart,485,SUB-0005336,$900.00,1,$900.00,CC/Teacher Collaboration Meetings - Semester,Teacher Collaberation Meetings,Semester,,,,,,,11/19/2025,,11/20/2025,6/30/2025
Bibb County School District,1300420,Bibb County School District_Tier 1_ Renewal_FY26,17592317685993,Jenn Russart,485,SUB-0004673,"$1,800.00",4,"$7,200.00",Office Hours - Full Year,Office Hours,Full Year,,,,,,,8/20/2025,,8/12/2025,6/30/2025
Bibb County School District,1300420,Bibb County School District_Tier 1_ Renewal_FY26,17592317685993,Jenn Russart,485,SUB-0005338,$900.00,1,$900.00,Office Hours - Semester,Office Hours,Semester,,,,,,,11/19/2025,,11/20/2025,6/30/2025
Bibb County School District,1300420,Bibb County School District_Tier 1_ Renewal_FY26,17592317685993,Jenn Russart,485,SUB-0005335,$900.00,1,$900.00,Office Hours - Semester,Office Hours,Semester,,,,,,,11/19/2025,,11/20/2025,6/30/2025
Bibb County School District,1300420,Bibb County School District_Tier 1_ Renewal_FY26,17592317685993,Jenn Russart,485,SUB-0004672,"$21,320.00",2,"$42,640.00",Over 90 min 1DaysStandard Full Year,Tier 1,Gifted/Talented - Social Studies,Social Studies 3-5,William & Mary: Social Studies,Lane Elementary School,5,4,,8/19/2025,5/31/2026,8/12/2025,6/30/2025
Burlington Public School District No. Re-6J,802670,Burlington Public School District No. Re-6J_Tier1_New Business_FY26,17592317696394,Lauren Kleist,564,SUB-0005526,"$6,849.00",3,"$20,547.00",45-60 min 4DaysStandard Semester,Tier 1,Core Subjects - Science,Chemistry,Elevate Curriculum,Burlington High School,12,,,1/5/2026,6/5/2026,12/12/2025,10/30/2025
Burlington Public School District No. Re-6J,802670,Burlington Public School District No. Re-6J_Tier1_New Business_FY26,17592317696394,Lauren Kleist,564,SUB-0005525,"$6,849.00",3,"$20,547.00",45-60 min 4DaysStandard Semester,Tier 1,Core Subjects - Science,Earth Science (9-12),Elevate Curriculum,Burlington High School,12,,,1/5/2026,6/5/2026,12/12/2025,10/30/2025
Burlington Public School District No. Re-6J,802670,Burlington Public School District No. Re-6J_Tier1_New Business_FY26,17592317696394,Lauren Kleist,564,SUB-0005183,"$2,536.68",3,"$7,610.04",45-60min4DaysSummer 6weeks,Tier 1,Core Subjects - Science,Earth Science (9-12),Elevate Curriculum,Burlington High School,12,,,11/10/2025,12/19/2025,10/30/2025,10/30/2025
Burlington Public School District No. Re-6J,802670,Burlington Public School District No. Re-6J_Tier1_New Business_FY26,17592317696394,Lauren Kleist,564,SUB-0005182,"$2,536.68",3,"$7,610.04",45-60min4DaysSummer 6weeks,Tier 1,Core Subjects - Science,Chemistry,Elevate Curriculum,Burlington High School,12,,,11/10/2025,12/19/2025,10/30/2025,10/30/2025
Caddo Parish School Board,2200300,Caddo Parish Schools_Tier 1_Renewal_FY26,17592317685379,Jenn Russart,449,SUB-0004646,"$1,000.00",1,"$1,000.00",Change Fee,Fee,Change,,,,,,,8/13/2025,,8/11/2025,5/27/2025
Caddo Parish School Board,2200300,Caddo Parish Schools_Tier 1_Renewal_FY26,17592317685379,Jenn Russart,449,SUB-0005313,"$16,120.00",1,"$16,120.00",Over 90 min 5DaysStandard Semester,Tier 1,Core Subjects - Math,Algebra II,Elevate Curriculum,Huntington High School,10,,,1/6/2026,5/21/2026,11/18/2025,5/27/2025
Caddo Parish School Board,2200300,Caddo Parish Schools_Tier 1_Renewal_FY26,17592317685379,Jenn Russart,449,SUB-0005312,"$16,120.00",2,"$32,240.00",Over 90 min 5DaysStandard Semester,Tier 1,Core Subjects - Math,Algebra I,Elevate Curriculum,Huntington High School,9,,,1/6/2026,5/21/2026,11/18/2025,5/27/2025
Caddo Parish School Board,2200300,Caddo Parish Schools_Tier 1_Renewal_FY26,17592317685379,Jenn Russart,449,SUB-0005272,"$16,120.00",-1,"-$16,120.00",Over 90 min 5DaysStandard Semester,Tier 1,Core Subjects - ELA,ELA 12 World Literature,Elevate Curriculum,Captain Shreve High School,12,,,1/6/2026,5/21/2026,11/12/2025,5/27/2025
Caddo Parish School Board,2200300,Caddo Parish Schools_Tier 1_Renewal_FY26,17592317685379,Jenn Russart,449,SUB-0005200,"$16,120.00",3,"$48,360.00",Over 90 min 5DaysStandard Semester,Tier 1,Core Subjects - Math,Algebra II,Elevate Curriculum,C.E. Byrd High School,11,,,1/6/2026,5/21/2026,10/31/2025,5/27/2025
Caddo Parish School Board,2200300,Caddo Parish Schools_Tier 1_Renewal_FY26,17592317685379,Jenn Russart,449,SUB-0005199,"$16,120.00",3,"$48,360.00",Over 90 min 5DaysStandard Semester,Tier 1,Core Subjects - Math,Algebra II,Elevate Curriculum,Huntington High School,12,,,1/6/2026,5/21/2026,10/31/2025,5/27/2025
Caddo Parish School Board,2200300,Caddo Parish Schools_Tier 1_Renewal_FY26,17592317685379,Jenn Russart,449,SUB-0005198,"$16,120.00",3,"$48,360.00",Over 90 min 5DaysStandard Semester,Tier 1,Core Subjects - Math,Algebra III,Elevate Curriculum,Captain Shreve High School,12,,,1/6/2026,5/21/2026,10/31/2025,5/27/2025
Caddo Parish School Board,2200300,Caddo Parish Schools_Tier 1_Renewal_FY26,17592317685379,Jenn Russart,449,SUB-0005197,"$16,120.00",2,"$32,240.00",Over 90 min 5DaysStandard Semester,Tier 1,Core Subjects - ELA,ELA 12 World Literature,Elevate Curriculum,Captain Shreve High School,12,,,1/6/2026,5/21/2026,10/31/2025,5/27/2025
Caddo Parish School Board,2200300,Caddo Parish Schools_Tier 1_Renewal_FY26,17592317685379,Jenn Russart,449,SUB-0005195,"$16,120.00",3,"$48,360.00",Over 90 min 5DaysStandard Semester,Tier 1,Core Subjects - Science,Environmental Science,Elevate Curriculum,Booker T Washington New Technology High School,9,,,1/6/2026,5/21/2026,10/31/2025,5/27/2025
Caddo Parish School Board,2200300,Caddo Parish Schools_Tier 1_Renewal_FY26,17592317685379,Jenn Russart,449,SUB-0004987,"$13,252.50",1,"$13,252.50",Over 90 min 5DaysStandard Semester,Tier 1,Core Subjects - Science,Physical Science (9-12),Elevate Curriculum,Captain Shreve High School,10,,,8/18/2025,12/22/2025,9/4/2025,5/27/2025
Caddo Parish School Board,2200300,Caddo Parish Schools_Tier 1_Renewal_FY26,17592317685379,Jenn Russart,449,SUB-0004986,"$13,252.50",1,"$13,252.50",Over 90 min 5DaysStandard Semester,Tier 1,Core Subjects - Science,Environmental Science,Elevate Curriculum,Captain Shreve High School,12,,,1/6/2026,5/11/2026,9/4/2025,5/27/2025
Caddo Parish School Board,2200300,Caddo Parish Schools_Tier 1_Renewal_FY26,17592317685379,Jenn Russart,449,SUB-0004984,"$13,252.50",1,"$13,252.50",Over 90 min 5DaysStandard Semester,Tier 1,Core Subjects - Science,Environmental Science,Elevate Curriculum,Captain Shreve High School,12,,,8/18/2025,12/22/2025,9/4/2025,5/27/2025
Caddo Parish School Board,2200300,Caddo Parish Schools_Tier 1_Renewal_FY26,17592317685379,Jenn Russart,449,SUB-0004983,"$13,252.50",1,"$13,252.50",Over 90 min 5DaysStandard Semester,Tier 1,Core Subjects - ELA,ELA 12 World Literature,Elevate Curriculum,Captain Shreve High School,12,,,8/18/2025,12/22/2025,9/4/2025,5/27/2025
Caddo Parish School Board,2200300,Caddo Parish Schools_Tier 1_Renewal_FY26,17592317685379,Jenn Russart,449,SUB-0004468,"$13,252.50",3,"$39,757.50",Over 90 min 5DaysStandard Semester,Tier 1,Core Subjects - Math,Geometry,Elevate Curriculum,Woodlawn Leadership Academy,12,,,1/5/2026,5/24/2026,8/5/2025,5/27/2025
Caddo Parish School Board,2200300,Caddo Parish Schools_Tier 1_Renewal_FY26,17592317685379,Jenn Russart,449,SUB-0004467,"$13,252.50",3,"$39,757.50",Over 90 min 5DaysStandard Semester,Tier 1,Core Subjects - Math,Geometry,Elevate Curriculum,Woodlawn Leadership Academy,12,,,8/13/2025,12/30/2025,8/5/2025,5/27/2025
Caddo Parish School Board,2200300,Caddo Parish Schools_Tier 1_Renewal_FY26,17592317685379,Jenn Russart,449,SUB-0004164,"$15,314.00",1,"$15,314.00",Over 90 min 5DaysStandard Semester,Tier 1,World Languages,ASL I,Elevate Curriculum,Northwood High School,9,,,1/5/2026,5/24/2026,7/17/2025,5/27/2025
Caddo Parish School Board,2200300,Caddo Parish Schools_Tier 1_Renewal_FY26,17592317685379,Jenn Russart,449,SUB-0004163,"$13,252.50",1,"$13,252.50",Over 90 min 5DaysStandard Semester,Tier 1,World Languages,ASL II,Elevate Curriculum,Northwood High School,10,,,1/5/2026,5/24/2026,7/17/2025,5/27/2025
Caddo Parish School Board,2200300,Caddo Parish Schools_Tier 1_Renewal_FY26,17592317685379,Jenn Russart,449,SUB-0004162,"$13,252.50",1,"$13,252.50",Over 90 min 5DaysStandard Semester,Tier 1,World Languages,ASL I,Elevate Curriculum,Northwood High School,9,,,1/5/2026,5/24/2026,7/17/2025,5/27/2025
Caddo Parish School Board,2200300,Caddo Parish Schools_Tier 1_Renewal_FY26,17592317685379,Jenn Russart,449,SUB-0004161,"$13,252.50",1,"$13,252.50",Over 90 min 5DaysStandard Semester,Tier 1,World Languages,ASL II,Elevate Curriculum,Northwood High School,10,,,8/13/2025,12/30/2025,7/17/2025,5/27/2025
Caddo Parish School Board,2200300,Caddo Parish Schools_Tier 1_Renewal_FY26,17592317685379,Jenn Russart,449,SUB-0004160,"$13,252.50",1,"$13,252.50",Over 90 min 5DaysStandard Semester,Tier 1,World Languages,ASL I,Elevate Curriculum,Northwood High School,9,,,8/13/2025,12/30/2025,7/17/2025,5/27/2025
Caddo Parish School Board,2200300,Caddo Parish Schools_Tier 1_Renewal_FY26,17592317685379,Jenn Russart,449,SUB-0004159,"$15,314.00",1,"$15,314.00",Over 90 min 5DaysStandard Semester,Tier 1,Core Subjects - Science,Physics,Elevate Curriculum,Northwood High School,12,,,8/13/2025,12/30/2025,7/17/2025,5/27/2025
Caddo Parish School Board,2200300,Caddo Parish Schools_Tier 1_Renewal_FY26,17592317685379,Jenn Russart,449,SUB-0004158,"$13,252.50",2,"$26,505.00",Over 90 min 5DaysStandard Semester,Tier 1,World Languages,ASL II,Elevate Curriculum,Booker T Washington New Technology High School,10,,,1/5/2026,5/24/2026,7/17/2025,5/27/2025
Caddo Parish School Board,2200300,Caddo Parish Schools_Tier 1_Renewal_FY26,17592317685379,Jenn Russart,449,SUB-0004157,"$13,252.50",2,"$26,505.00",Over 90 min 5DaysStandard Semester,Tier 1,World Languages,ASL II,Elevate Curriculum,Booker T Washington New Technology High School,10,,,8/13/2025,12/30/2025,7/17/2025,5/27/2025
Caddo Parish School Board,2200300,Caddo Parish Schools_Tier 1_Renewal_FY26,17592317685379,Jenn Russart,449,SUB-0004156,"$13,252.50",2,"$26,505.00",Over 90 min 5DaysStandard Semester,Tier 1,World Languages,ASL I,Elevate Curriculum,Booker T Washington New Technology High School,9,,,1/5/2026,5/24/2026,7/17/2025,5/27/2025
Caddo Parish School Board,2200300,Caddo Parish Schools_Tier 1_Renewal_FY26,17592317685379,Jenn Russart,449,SUB-0004155,"$13,252.50",2,"$26,505.00",Over 90 min 5DaysStandard Semester,Tier 1,World Languages,ASL I,Elevate Curriculum,Booker T Washington New Technology High School,9,,,8/13/2025,12/30/2025,7/17/2025,5/27/2025
Caddo Parish School Board,2200300,Caddo Parish Schools_Tier 1_Renewal_FY26,17592317685379,Jenn Russart,449,SUB-0005340,"$131,883.16",1,"$131,883.16",Placeholder Product,Placeholder Product,,,,,,,,11/20/2025,,11/20/2025,5/27/2025
Caddo Virtual Academy,220030002426,Caddo Virtual Academy_Tier 1_Renewal Add On_FY26,17592317690391,Jenn Russart,565,SUB-0005204,"$8,950.00",1,"$8,950.00",45-60 min 5DaysStandard Semester,Tier 1,Core Subjects - ELA,ELA 10,Louisiana Believes: Guidebooks,Caddo Virtual Academy,10,,,1/6/2026,5/25/2026,10/31/2025,10/31/2025
Caddo Virtual Academy,220030002426,Caddo Virtual Academy_Tier 1_Renewal Add On_FY26,17592317690391,Jenn Russart,565,SUB-0005203,"$8,950.00",1,"$8,950.00",45-60 min 5DaysStandard Semester,Tier 1,Core Subjects - Science,Chemistry,Elevate Curriculum,Caddo Virtual Academy,10,,,1/6/2026,5/25/2026,10/31/2025,10/31/2025
Caddo Virtual Academy,220030002426,Caddo Virtual Academy_Tier 1_Renewal Add On_FY26,17592317690391,Jenn Russart,565,SUB-0005202,"$8,950.00",1,"$8,950.00",45-60 min 5DaysStandard Semester,Tier 1,World Languages,Spanish II,Elevate Curriculum,Caddo Virtual Academy,10,,,1/6/2026,5/25/2026,10/31/2025,10/31/2025
Caddo Virtual Academy,220030002426,Caddo Virtual Academy_Tier 1_Renewal Add On_FY26,17592317690391,Jenn Russart,565,SUB-0005201,"$8,950.00",1,"$8,950.00",45-60 min 5DaysStandard Semester,Tier 1,World Languages,Spanish I,Elevate Curriculum,Caddo Virtual Academy,9,,,1/6/2026,5/25/2026,10/31/2025,10/31/2025
Cambridge School District,5502100,Cambridge School District_Tier 1_Renewal_FY26,17592317697643,Phil Dugliss,436,SUB-0003677,"$11,630.00",1,"$11,630.00",30 - 44 mins 5 Days Standard Full Year,Tier 1,World Languages,Spanish 1A,Elevate Curriculum,Nikolay Middle School,8,,,9/2/2025,6/5/2026,5/9/2025,5/9/2025
Camino Nuevo Charter Academy - Burlington (District),602237,Camino Nuevo_Tier 1_New Business_FY26,17592317691125,Lauren Kleist,562,SUB-0005151,"$11,415.50",3,"$34,246.50",76-90 min 5DaysStandard Semester,Tier 1,Core Subjects - Science,Chemistry,Elevate Curriculum,Camino Nuevo Dalzell Lance Campus,11,,,11/3/2025,12/19/2025,10/23/2025,10/23/2025
Carolina School For Inquiry (Charter),450336001463,Carolina School For Inquiry_Tier 1_Renewal_FY26,17592317687065,Liz Winnen,528,SUB-0004501,"$23,250.00",1,"$23,250.00",76-90 min 5DaysStandard Full Year,Tier 1,Core Subjects - Math,Math 6,Curriculum Associates: iReady Literacy,Carolina School For Inquiry (Charter),6,,,8/20/2025,6/9/2026,8/7/2025,8/7/2025
Carolina School For Inquiry (Charter),450336001463,Carolina School For Inquiry_Tier 1_Renewal_FY26,17592317687065,Liz Winnen,528,SUB-0004499,"$23,250.00",1,"$23,250.00",76-90 min 5DaysStandard Full Year,Tier 1,Core Subjects - Math,Math 5,Curriculum Associates: iReady Literacy,Carolina School For Inquiry (Charter),5,,1,8/20/2025,6/9/2026,8/7/2025,8/7/2025
Carolina School For Inquiry (Charter),450336001463,Carolina School For Inquiry_Tier 1_Renewal_FY26,17592317687065,Liz Winnen,528,SUB-0004496,"$23,250.00",1,"$23,250.00",76-90 min 5DaysStandard Full Year,Tier 1,Core Subjects - Math,Math 4,Curriculum Associates: iReady Literacy,Carolina School For Inquiry (Charter),4,,1,8/20/2025,6/9/2026,8/7/2025,8/7/2025
Carolina School For Inquiry (Charter),450336001463,Carolina School For Inquiry_Tier 1_Renewal_FY26,17592317687065,Liz Winnen,528,SUB-0004494,"$23,250.00",1,"$23,250.00",76-90 min 5DaysStandard Full Year,Tier 1,Core Subjects - ELA,ELA 4,Elevate Curriculum,Carolina School For Inquiry (Charter),4,,1,8/20/2025,6/9/2026,8/7/2025,8/7/2025
Carolina School For Inquiry (Charter),450336001463,Carolina School For Inquiry_Tier 1_Renewal_FY26,17592317687065,Liz Winnen,528,SUB-0004500,"$1,800.00",1,"$1,800.00",CC/Teacher Collaboration Meetings - Full Year,Teacher Collaberation Meetings,Full Year,,,,,,,6/4/2025,,8/7/2025,8/7/2025
Carolina School For Inquiry (Charter),450336001463,Carolina School For Inquiry_Tier 1_Renewal_FY26,17592317687065,Liz Winnen,528,SUB-0004497,$0.00,1,$0.00,CC/Teacher Collaboration Meetings - Full Year,Teacher Collaberation Meetings,Full Year,,,,,,,6/4/2025,,8/7/2025,8/7/2025
Carolina School For Inquiry (Charter),450336001463,Carolina School For Inquiry_Tier 1_Renewal_FY26,17592317687065,Liz Winnen,528,SUB-0004495,$0.00,1,$0.00,CC/Teacher Collaboration Meetings - Full Year,Teacher Collaberation Meetings,Full Year,,,,,,,6/4/2025,,8/7/2025,8/7/2025
Carolina School For Inquiry (Charter),450336001463,Carolina School For Inquiry_Tier 1_Renewal_FY26,17592317687065,Liz Winnen,528,SUB-0004498,"-$1,120.00",1,"-$1,120.00",Credit,Credit,,,,,,,,6/4/2025,,8/7/2025,8/7/2025
Cedars International Academy,4800232,Cedars International Academy_Renewal_FY26,17592317687970,Lauren Kleist,448,SUB-0004546,"$14,725.00",1,"$14,725.00",45-60 min 5DaysStandard Full Year,Tier 1,World Languages,Spanish II,Elevate Curriculum,International New Tech Academy,8,,,8/13/2025,5/28/2026,8/7/2025,5/23/2025
Cedars International Academy,4800232,Cedars International Academy_Renewal_FY26,17592317687970,Lauren Kleist,448,SUB-0004293,"$14,725.00",1,"$14,725.00",45-60 min 5DaysStandard Full Year,Tier 1,World Languages,Spanish I,Elevate Curriculum,Cedars Academy Next Generation High School,9,,,8/11/2025,5/31/2026,7/29/2025,5/23/2025
Cedars International Academy,4800232,Cedars International Academy_Renewal_FY26,17592317687970,Lauren Kleist,448,SUB-0004291,"$14,725.00",1,"$14,725.00",45-60 min 5DaysStandard Full Year,Enrichment,"College, Career & Technology - CCT",Computer Science (CodeHS),CodeHS,International New Tech Academy,8,,,8/11/2025,6/8/2026,7/29/2025,5/23/2025
Cedars International Academy,4800232,Cedars International Academy_Renewal_FY26,17592317687970,Lauren Kleist,448,SUB-0004290,"$14,725.00",1,"$14,725.00",45-60 min 5DaysStandard Full Year,Enrichment,"College, Career & Technology - CCT",Introduction to Cybersecurity (CodeHS),CodeHS,International New Tech Academy,7,,,8/11/2025,6/8/2026,7/29/2025,5/23/2025
Cedars International Academy,4800232,Cedars International Academy_Renewal_FY26,17592317687970,Lauren Kleist,448,SUB-0003734,"$14,725.00",1,"$14,725.00",45-60 min 5DaysStandard Full Year,Enrichment,"College, Career & Technology - CCT",Computer Science (CodeHS),CodeHS,International New Tech Academy,8,,,8/11/2025,6/8/2026,5/23/2025,5/23/2025
Cedars International Academy,4800232,Cedars International Academy_Renewal_FY26,17592317687970,Lauren Kleist,448,SUB-0003733,"$14,725.00",1,"$14,725.00",45-60 min 5DaysStandard Full Year,Enrichment,"College, Career & Technology - CCT",Introduction to Cybersecurity (CodeHS),CodeHS,International New Tech Academy,7,,,8/11/2025,6/8/2026,5/23/2025,5/23/2025
Cedars International Academy,4800232,Cedars International Academy_Renewal_FY26,17592317687970,Lauren Kleist,448,SUB-0003731,"$14,725.00",1,"$14,725.00",45-60 min 5DaysStandard Full Year,Tier 1,World Languages,Spanish I,Elevate Curriculum,International New Tech Academy,7,,,8/11/2025,6/8/2026,5/23/2025,5/23/2025
Cedars International Academy,4800232,Cedars International Academy_Renewal_FY26,17592317687970,Lauren Kleist,448,SUB-0005651,"$8,502.50",2,"$17,005.00",45-60 min 5DaysStandard Semester,Tier 1,Core Subjects - Science,Life Science (6-8),Elevate Curriculum,International New Tech Academy,7,,,2/2/2026,6/12/2026,1/16/2026,5/23/2025
Cherokee School District 01,4501500,Cherokee County_Tier 1_Renewal_FY26,17592317687440,Liz Winnen,484,SUB-0005898,"$4,635.00",4,"$18,540.00",30 - 44 mins 5 Days Diverse Interim,Diverse Learning,Resource Room - Math,K-5 Math & ELA Support,District Created Curriculum,Grassy Pond Elementary School,5,,,3/16/2026,4/24/2026,3/10/2026,6/30/2025
Cherokee School District 01,4501500,Cherokee County_Tier 1_Renewal_FY26,17592317687440,Liz Winnen,484,SUB-0005897,"$4,635.00",5,"$23,175.00",30 - 44 mins 5 Days Diverse Interim,Diverse Learning,Resource Room - Math,K-5 Math & ELA Support,District Created Curriculum,Northwest Elementary School,5,,,3/16/2026,4/24/2026,3/10/2026,6/30/2025
Cherokee School District 01,4501500,Cherokee County_Tier 1_Renewal_FY26,17592317687440,Liz Winnen,484,SUB-0004235,"$19,380.00",4,"$77,520.00",61-75 min 5DaysStandard Full Year,Tier 1,Core Subjects - Science,Science 7 (South Carolina),Elevate Curriculum,Gaffney Middle School,7,,4,8/18/2025,6/15/2026,7/24/2025,6/30/2025
Cherokee School District 01,4501500,Cherokee County_Tier 1_Renewal_FY26,17592317687440,Liz Winnen,484,SUB-0004236,$0.00,4,$0.00,CC/Teacher Collaboration Meetings - Full Year,Teacher Collaberation Meetings,Full Year,,,,,,,7/24/2025,,7/24/2025,6/30/2025
