Agency NCES ID,Competitor,PO Number,PO Amount,Agency,Agency City,Agency State,PO Signed Date,Fiscal Year
3406270,Educere,501837,"$4,544",Hackensack City School District,Hackensack,New Jersey,08/28/2024,FY25
2506390,Educere,DT:08/27/2024 CHK:150231,"$1,194",Hudson School District,Hudson,Massachusetts,08/27/2024,FY25
3612450,Educere,25-00407,"$1,755",Granville Central School District,Granville,New York,08/26/2024,FY25
3904705,Educere,250472,"$3,588",Evergreen Local School District,Metamora,Ohio,08/26/2024,FY25
2504950,Educere,25330047,"$5,782",Foxborough School District,Foxborough,Massachusetts,08/26/2024,FY25
4225230,Educere,OSA23902,"$9,996",West Branch Area School District,Morrisdale,Pennsylvania,08/26/2024,FY25
,Educere,250322,"$3,335",Town of Shrewsbury,Shrewsbury,Massachusetts,08/23/2024,FY25
900750,Educere,PO:250711 VEN:EDUCERE LLC-S-Corp DT:08/23/2024,"$1,000",Cheshire School District,Cheshire,Connecticut,08/23/2024,FY25
2510770,Educere,VEN:65390 DT:08/23/2024,"$3,335",Shrewsbury School District,Shrewsbury,Massachusetts,08/23/2024,FY25
,Educere,2500782,"$3,000",Granville School District,Granville,Ohio,08/21/2024,FY25
3400009,Educere,25-00465,"$2,784",Somerset Hills Regional School District,Bernardsville,New Jersey,08/21/2024,FY25
1718840,Educere,285814,"$8,970",Herscher Community Unit School District 2,Herscher,Illinois,08/19/2024,FY25
4221490,Educere,2500000221,"$24,990",Shenandoah Valley School District,Shenandoah,Pennsylvania,08/16/2024,FY25
1730660,Educere,2025102050,"$4,497",Panhandle Community Unit School District 2,Raymond,Illinois,08/15/2024,FY25
3680300,Educere,409035Z-25,"$5,397",Erie 1 Board of Cooperative Educational Services,West Seneca,New York,08/15/2024,FY25
4218120,Educere,59873,"$8,784",Old Forge School District,Old Forge,Pennsylvania,08/15/2024,FY25
3413350,Educere,500962,"$3,147",Pompton Lakes Borough School District,Pompton Lakes,New Jersey,08/14/2024,FY25
4202550,Educere,25SPEC0248,"$74,970",Apollo-Ridge School District,Spring Church,Pennsylvania,08/14/2024,FY25
4202550,Educere,25SPEC0254,"$37,485",Apollo-Ridge School District,Spring Church,Pennsylvania,08/14/2024,FY25
4224650,Educere,2500000410,"$37,485",Valley View School District,Archbald,Pennsylvania,08/14/2024,FY25
4214310,Educere,PMT:AP3158400031,"$1,813",Loyalsock Township School District,Williamsport,Pennsylvania,08/08/2024,FY25
3904833,Educere,17742,"$2,100",Lowellville Local School District,Lowellville,Ohio,08/07/2024,FY25
4225230,Educere,OSA23872,"$19,992",West Branch Area School District,Morrisdale,Pennsylvania,08/07/2024,FY25
,Educere,2500674,"$1,000",Granville School District,Granville,Ohio,08/06/2024,FY25
4206360,Educere,2500000053,"$124,950",Columbia Borough School District,Columbia,Pennsylvania,08/05/2024,FY25
3630540,Educere,20250523,"$2,000",West Babylon Union Free School District,West Babylon,New York,08/05/2024,FY25
3404500,Educere,PO-25-0000685,"$2,560",Edison Township School District,Edison,New Jersey,08/01/2024,FY25
3404320,Educere,25-01632,"$60,010",East Windsor Regional School District,Hightstown,New Jersey,08/01/2024,FY25
1708460,Educere,DT:08/01/2024 CHK:77607,"$2,687",Carlyle Community Unit School District 1,Carlyle,Illinois,08/01/2024,FY25
3904847,Educere,2500451,"$10,493",Buckeye Local School District (Lorain and Medina Counties),Medina,Ohio,08/01/2024,FY25
,Educere,VEN:1444 DT:08/01/24,"$14,430",Rancocas Valley Regional High School,Mt Holly,New Jersey,08/01/2024,FY25
3407050,Educere,25-00521,"$1,198",Henry Hudson Regional School District,Highlands,New Jersey,07/31/2024,FY25
3401260,Educere,25-1074,"$254,990",Bayonne City School District,Bayonne,New Jersey,07/31/2024,FY25
4205190,Educere,VEN:Educere LLC DT:07/31/2024,"$3,579",Centennial School District,Warminster,Pennsylvania,07/31/2024,FY25
3407050,Educere,25-00502,"$9,282",Henry Hudson Regional School District,Highlands,New Jersey,07/31/2024,FY25
3409950,Educere,25-00381,"$199,600",Area Vocational Technical School District of Mercer County,Trenton,New Jersey,07/31/2024,FY25
3412570,Educere,25000328,"$11,000",Passaic Valley Regional School District,Little Falls,New Jersey,07/31/2024,FY25
3680280,Educere,25-00787,"$6,125",Dutchess Board of Cooperative Educational Services,Poughkeepsie,New York,07/30/2024,FY25
5500210,Educere,8000009660,"$2,998",Alma Center School District,Alma Center,Wisconsin,07/30/2024,FY25
3412420,Educere,500727,"$2,500",Paramus Borough School District,Paramus,New Jersey,07/30/2024,FY25
3407920,Educere,500684,"$7,632",Kenilworth Borough School District,Kenilworth,New Jersey,07/25/2024,FY25
3680540,Educere,842761,"$7,115",Nassau Board of Cooperative Educational Services,Garden City,New York,07/25/2024,FY25
,Educere,DT:07/24/2024 CHK:0000335961 ORG:NEWARK CHARTER SCHOOL,"$1,609",Newark Charter School,Newark,Delaware,07/24/2024,FY25
,Educere,VEN:EDUCERE LLC DT:2024-07-24 CHK:335961,"$1,609",Delaware Department of Education (DDOE),Dover,Delaware,07/24/2024,FY25
5505940,Educere,VEN:EDUCERE LLC DT:07/23/2024,"$2,339",Greenfield School District,Greenfield,Wisconsin,07/23/2024,FY25
3680940,Educere,25-01042,"$1,293",Washington-Saratoga-Warren-Hamilton-Essex Board of Cooperative Educational Services,Hudson Falls,New York,07/22/2024,FY25
3680940,Educere,25-01040,"$1,400",Washington-Saratoga-Warren-Hamilton-Essex Board of Cooperative Educational Services,Hudson Falls,New York,07/22/2024,FY25
4222560,Educere,9082425010,"$14,500",Spring-Ford Area School District,Royersford,Pennsylvania,07/22/2024,FY25
4207680,Educere,PO: 8002500002 DT:07/19/2024,"$4,485",Dover Area School District,Dover,Pennsylvania,07/19/2024,FY25
4207680,Educere,PO: 8002500001 DT:07/19/2024,"$15,774",Dover Area School District,Dover,Pennsylvania,07/19/2024,FY25
,Educere,25319048,"$15,000",Town of Walpole,Walpole,Massachusetts,07/18/2024,FY25
2511970,Educere,25319048,"$15,000",Walpole School District,Walpole,Massachusetts,07/18/2024,FY25
4222980,Educere,2500000195,"$5,460",Susquehanna Community School District,Susquehanna,Pennsylvania,07/18/2024,FY25
900750,Educere,PO:250344 VEN:EDUCERE LLC-S-Corp DT:07/17/2024,"$2,000",Cheshire School District,Cheshire,Connecticut,07/17/2024,FY25
3409330,Educere,500989,"$3,863",Mahwah Township School District,Mahwah,New Jersey,07/17/2024,FY25
3409330,Educere,501035,"$1,479",Mahwah Township School District,Mahwah,New Jersey,07/17/2024,FY25
4214310,Educere,PMT:AP3148400015,"$1,560",Loyalsock Township School District,Williamsport,Pennsylvania,07/17/2024,FY25
1723250,Educere,DT:07/16/2024 CHK:757292,"$2,985",Litchfield Community Unit School District 12,Litchfield,Illinois,07/16/2024,FY25
3403990,Educere,451468,"$3,195",Dumont Borough School District,Dumont,New Jersey,07/16/2024,FY25
3680940,Educere,25-00727,"$4,725",Washington-Saratoga-Warren-Hamilton-Essex Board of Cooperative Educational Services,Hudson Falls,New York,07/10/2024,FY25
3600021,Educere,250424,"$3,000",Mattituck-Cutchogue Union Free School District,Cutchogue,New York,07/10/2024,FY25
3619380,Educere,250096,"$1,000",Millbrook Central School District,Millbrook,New York,07/09/2024,FY25
,Educere,250038,"$5,000",Town of Shrewsbury,Shrewsbury,Massachusetts,07/09/2024,FY25
2510770,Educere,VEN:65390 DT:07/09/2024,"$5,000",Shrewsbury School District,Shrewsbury,Massachusetts,07/09/2024,FY25
2510770,Educere,250038,"$5,000",Shrewsbury School District,Shrewsbury,Massachusetts,07/09/2024,FY25
2510770,Educere,240038,"$2,475",Shrewsbury School District,Shrewsbury,Massachusetts,07/03/2024,FY25
3680820,Educere,25-02734,"$5,220",Eastern Suffolk Board of Cooperative Educational Services,Patchogue,New York,07/03/2024,FY25
,Educere,240038,"$2,475",Town of Shrewsbury,Shrewsbury,Massachusetts,07/03/2024,FY25
2632310,Educere,P2500004,"$3,284",Southfield Public School District,Southfield,Michigan,07/03/2024,FY25
3412420,Educere,500027,"$2,000",Paramus Borough School District,Paramus,New Jersey,07/02/2024,FY25
3417070,Educere,24-02420-PYPBL,"$8,642",Washington Township School District (Gloucester County),Sewell,New Jersey,07/01/2024,FY25
3415480,Educere,PO-25-0000147,"$1,516",Southern Regional School District,Manahawkin,New Jersey,07/01/2024,FY25
3415480,Educere,PO-24-0003047-PYPO,"$2,748",Southern Regional School District,Manahawkin,New Jersey,07/01/2024,FY25
3404500,Educere,PO-24-0009270- PYPBL,"$4,814",Edison Township School District,Edison,New Jersey,07/01/2024,FY25
3413650,Educere,PO-24-02943-PYPO,"$2,307",Randolph Township School District,Randolph,New Jersey,07/01/2024,FY25
3413650,Educere,PO-24-02736-PYPO,"$8,978",Randolph Township School District,Randolph,New Jersey,07/01/2024,FY25
3411700,Educere,25-00658,"$1,248",Northern Burlington Regional School District,Columbus,New Jersey,07/01/2024,FY25
3408100,Educere,25-000135,"$15,000",Lacey Township School District,Lanoka Harbor,New Jersey,07/01/2024,FY25
3680680,Educere,25-00257,"$50,000",Putnam-Westchester Board of Cooperative Educational Services,Yorktown Heights,New York,07/01/2024,FY25
3905022,Educere,2507103,"$2,500",McDonald Local School District,Mc Donald,Ohio,07/01/2024,FY25
3680820,Educere,25-02336,"$69,151",Eastern Suffolk Board of Cooperative Educational Services,Patchogue,New York,07/01/2024,FY25
,Educere,25-0029,"$5,000",Cumberland County Vocational School,Vineland,New Jersey,07/01/2024,FY25
,Educere,2500463,"$2,000",Granville School District,Granville,Ohio,07/01/2024,FY25
3411160,Educere,25-00366,"$20,000",Neptune Township School District,Neptune Twp,New Jersey,07/01/2024,FY25
3623040,Educere,230497,"$4,000",Pine Plains Central School District,Pine Plains,New York,07/01/2024,FY25
5509780,Educere,25001055,"$8,996",Mondovi School District,Mondovi,Wisconsin,07/01/2024,FY25
3904364,Educere,250087-01,"$4,862",Brecksville-Broadview Heights City School District,Brecksville,Ohio,07/01/2024,FY25
3680280,Educere,25-00095,"$11,125",Dutchess Board of Cooperative Educational Services,Poughkeepsie,New York,07/01/2024,FY25
3412260,Educere,VEN:1233 DT:06/30/2024 CHK:103889,"$2,697",River Dell Regional School District,River Edge,New Jersey,06/30/2024,FY24
4205190,Educere,VEN:Educere LLC DT:06/30/2024,"$29,588",Centennial School District,Warminster,Pennsylvania,06/30/2024,FY24
3407230,Educere,24-05153,"$1,160",Hillsborough Township School District,Hillsborough,New Jersey,06/30/2024,FY24
5505940,Educere,8502400092,"$1,196",Greenfield School District,Greenfield,Wisconsin,06/28/2024,FY24
1715880,Educere,VEN:EDUCERE LLC DT:06/27/2024,"$1,976",Community Unit School District 2,Serena,Illinois,06/27/2024,FY24
1737590,Educere,DT:06/26/24 VEN:EDUCERE LLC,"$1,717",Staunton Community Unit School District 6,Staunton,Illinois,06/26/2024,FY24
4214160,Educere,VEN:EDUCERE LLC DT:06/25/2024,"$148,827",Lower Merion School District,Ardmore,Pennsylvania,06/25/2024,FY24
3410740,Educere,24003990,"$2,925",Morris Hills Regional School District,Denville,New Jersey,06/25/2024,FY24
3413830,Educere,404525,"$2,265",Ridgewood Village School District,Ridgewood,New Jersey,06/25/2024,FY24
3417070,Educere,24-05150,"$5,850",Washington Township School District (Gloucester County),Sewell,New Jersey,06/24/2024,FY24
3404380,Educere,402342,"$1,885",Eastern Camden County Regional School District,Voorhees,New Jersey,06/19/2024,FY24
4202040,Educere,2102400068,"$1,015",Abington School District,Abington,Pennsylvania,06/17/2024,FY24
3405610,Educere,PO: 24-02199 CHK:532688,"$7,044",Freehold Regional School District,Englishtown,New Jersey,06/17/2024,FY24
3405610,Educere,PO: 24-03569 CHK:532688,"$5,872",Freehold Regional School District,Englishtown,New Jersey,06/17/2024,FY24
3405610,Educere,PO: 24-02401 CHK:532688,"$9,918",Freehold Regional School District,Englishtown,New Jersey,06/17/2024,FY24
1730630,Educere,DT:06/14/2024 CHK:108378,"$4,577",Pana Community Unit School District 8,Pana,Illinois,06/14/2024,FY24
1724940,Educere,DT:06/13/2024 CHK:17109,"$2,758",Mascoutah Community Unit School District 19,Mascoutah,Illinois,06/13/2024,FY24
3409330,Educere,404113,"$2,594",Mahwah Township School District,Mahwah,New Jersey,06/13/2024,FY24
4214310,Educere,PMT:AP3140800052,"$1,857",Loyalsock Township School District,Williamsport,Pennsylvania,06/13/2024,FY24
4206060,Educere,TRN:AP1561100004,"$1,050",Clarion Area School District,Clarion,Pennsylvania,06/03/2024,FY24
3410890,Educere,24-1085,"$1,197",Mount Ephraim Borough School District,Mt. Ephraim,New Jersey,06/01/2024,FY24
4205190,Educere,VEN:Educere LLC DT:05/31/2024,"$1,154",Centennial School District,Warminster,Pennsylvania,05/31/2024,FY24
4219050,Educere,1202324420,"$4,289",Phoenixville Area School District,Phoenixville,Pennsylvania,05/30/2024,FY24
4218990,Educere,PUR156389,"$12,250",Philadelphia City School District,Philadelphia,Pennsylvania,05/30/2024,FY24
3404500,Educere,PO-24-0008583,"$6,187",Edison Township School District,Edison,New Jersey,05/29/2024,FY24
4218120,Educere,VEN:EDUCERE LLC DT:05/29/2024,"$1,999",Old Forge School District,Old Forge,Pennsylvania,05/29/2024,FY24
3413650,Educere,PO-24-03224,"$5,795",Randolph Township School District,Randolph,New Jersey,05/29/2024,FY24
3410110,Educere,24-003428,"$1,578",Middletown Township School District,Leonardo,New Jersey,05/28/2024,FY24
4219470,Educere,802400240,"$1,392",Colonial School District,Plymouth Meeting,Pennsylvania,05/28/2024,FY24
2504950,Educere,24330355,"$1,416",Foxborough School District,Foxborough,Massachusetts,05/23/2024,FY24
3404380,Educere,402230,"$1,587",Eastern Camden County Regional School District,Voorhees,New Jersey,05/23/2024,FY24
2504950,Educere,24330345,"$4,342",Foxborough School District,Foxborough,Massachusetts,05/21/2024,FY24
4202550,Educere,24HS000900,"$1,596",Apollo-Ridge School District,Spring Church,Pennsylvania,05/21/2024,FY24
4289250,Educere,24000305,"$15,960",Capital Area IU 15,Enola,Pennsylvania,05/15/2024,FY24
4289250,Educere,24000304,"$39,000",Capital Area IU 15,Enola,Pennsylvania,05/15/2024,FY24
3412420,Educere,403212,"$1,800",Paramus Borough School District,Paramus,New Jersey,05/15/2024,FY24
3411220,Educere,24-4317,"$1,995",New Brunswick City School District,New Brunswick,New Jersey,05/14/2024,FY24
3403990,Educere,343068,"$5,165",Dumont Borough School District,Dumont,New Jersey,05/08/2024,FY24
3404500,Educere,PO-24-0007666,"$3,727",Edison Township School District,Edison,New Jersey,05/07/2024,FY24
4214310,Educere,PMT:AP3120900027,"$2,211",Loyalsock Township School District,Williamsport,Pennsylvania,05/03/2024,FY24
3409330,Educere,403749,"$2,568",Mahwah Township School District,Mahwah,New Jersey,05/03/2024,FY24
3402910,Educere,24A-3565,"$4,389",Central Regional School District,Bayville,New Jersey,05/01/2024,FY24
3417430,Educere,24-4354,"$1,095",West Deptford Township School District,West Deptford,New Jersey,05/01/2024,FY24
3904894,Educere,6601,"$1,276",Genoa Area Local School District,Genoa,Ohio,05/01/2024,FY24
,Educere,24330355,"$1,416",Town of Foxborough,Foxboro,Massachusetts,04/30/2024,FY24
4205190,Educere,VEN:Educere LLC DT:04/30/2024,"$2,847",Centennial School District,Warminster,Pennsylvania,04/30/2024,FY24
3416230,Educere,24-05435,"$1,272",Toms River Regional School District,Toms River,New Jersey,04/30/2024,FY24
3412260,Educere,VEN:1233 DT:04/29/2024 CHK:103365,"$1,218",River Dell Regional School District,River Edge,New Jersey,04/29/2024,FY24
3407230,Educere,24-04568,"$1,552",Hillsborough Township School District,Hillsborough,New Jersey,04/26/2024,FY24
4219470,Educere,802400211,"$2,219",Colonial School District,Plymouth Meeting,Pennsylvania,04/26/2024,FY24
3404380,Educere,402080,"$4,545",Eastern Camden County Regional School District,Voorhees,New Jersey,04/26/2024,FY24
3415450,Educere,402008,"$5,352",Delsea Regional High School School District,Franklinville,New Jersey,04/25/2024,FY24
3412570,Educere,24001384,"$3,103",Passaic Valley Regional School District,Little Falls,New Jersey,04/24/2024,FY24
3411970,Educere,PO:402276 DT:04/23/2024,"$2,726",Ocean City School District,Ocean City,New Jersey,04/23/2024,FY24
3401950,Educere,401559,"$1,160",Boonton Town School District,Boonton,New Jersey,04/22/2024,FY24
2506990,Educere,20243608,"$2,500",Longmeadow School District,Longmeadow,Massachusetts,04/22/2024,FY24
,Educere,20243608,"$2,500",Town of Longmeadow,Longmeadow,Massachusetts,04/22/2024,FY24
,Educere,SubOrg:LAS AMERICAS ASPIRA DT:04/12/2024 CHK:0000304866,"$3,335",Las Americas ASPIRA Academy,Newark,Delaware,04/12/2024,FY24
1724940,Educere,DT:4/11/2024 CHK:16796,"$3,568",Mascoutah Community Unit School District 19,Mascoutah,Illinois,04/11/2024,FY24
5503840,Educere,4002400697,"$1,753",Durand School District,Durand,Wisconsin,04/08/2024,FY24
4206240,Educere,VEN:EDUCERE LLC DT:04/06/2024,"$1,397",Coatesville Area School District,Thorndale,Pennsylvania,04/06/2024,FY24
1711790,Educere,282400279,"$1,197",Danville Community Consolidated School District 118,Danville,Illinois,04/04/2024,FY24
1711790,Educere,282400280,"$3,140",Danville Community Consolidated School District 118,Danville,Illinois,04/04/2024,FY24
3415450,Educere,401895,"$2,241",Delsea Regional High School School District,Franklinville,New Jersey,04/03/2024,FY24
3400009,Educere,24-02274,"$3,335",Somerset Hills Regional School District,Bernardsville,New Jersey,04/01/2024,FY24
3400009,Educere,24-02185,"$3,074",Somerset Hills Regional School District,Bernardsville,New Jersey,04/01/2024,FY24
3410890,Educere,24-1022,"$1,197",Mount Ephraim Borough School District,Mt. Ephraim,New Jersey,04/01/2024,FY24
3409750,Educere,24-04045,"$2,195",Matawan-Aberdeen Regional School District,Aberdeen,New Jersey,03/31/2024,FY24
802430,Educere,PO:31482 DT:03/28/2024 BATCH:28,"$3,977",Bennett School District 29-J,Bennett,Colorado,03/28/2024,FY24
3407230,Educere,24-04287,"$1,272",Hillsborough Township School District,Hillsborough,New Jersey,03/28/2024,FY24
3416230,Educere,24-04994,"$1,197",Toms River Regional School District,Toms River,New Jersey,03/27/2024,FY24
3411220,Educere,24-3745,"$1,197",New Brunswick City School District,New Brunswick,New Jersey,03/27/2024,FY24
4214310,Educere,PMT:AP3106600024,"$5,318",Loyalsock Township School District,Williamsport,Pennsylvania,03/27/2024,FY24
4222560,Educere,9012324050,"$8,457",Spring-Ford Area School District,Royersford,Pennsylvania,03/27/2024,FY24
3417430,Educere,24-4126,"$1,023",West Deptford Township School District,West Deptford,New Jersey,03/27/2024,FY24
3904525,Educere,DT:03/26/2024 TRN:28144,"$1,194",Caldwell Exempted Village School District,Caldwell,Ohio,03/26/2024,FY24
3409330,Educere,403488,"$1,005",Mahwah Township School District,Mahwah,New Jersey,03/26/2024,FY24
1704470,Educere,DT:03/26/2024 CHK:75278,"$5,446",Athens Community Unit School District 213,Athens,Illinois,03/26/2024,FY24
4219470,Educere,802400197,"$2,141",Colonial School District,Plymouth Meeting,Pennsylvania,03/26/2024,FY24
4218120,Educere,VEN:EDUCERE LLC DT:03/26/2024,"$5,997",Old Forge School District,Old Forge,Pennsylvania,03/26/2024,FY24
4219050,Educere,1202324359,"$1,044",Phoenixville Area School District,Phoenixville,Pennsylvania,03/24/2024,FY24
3404380,Educere,401932,"$3,465",Eastern Camden County Regional School District,Voorhees,New Jersey,03/22/2024,FY24
4219050,Educere,1202324354,"$2,900",Phoenixville Area School District,Phoenixville,Pennsylvania,03/22/2024,FY24
3417430,Educere,24-4103,"$1,596",West Deptford Township School District,West Deptford,New Jersey,03/22/2024,FY24
1724940,Educere,DT:03/21/2024 CHK:16660,"$2,146",Mascoutah Community Unit School District 19,Mascoutah,Illinois,03/21/2024,FY24
3404500,Educere,PO-24-0006936,"$9,718",Edison Township School District,Edison,New Jersey,03/21/2024,FY24
3411970,Educere,PO:402081 DT:03/21/2024,"$5,493",Ocean City School District,Ocean City,New Jersey,03/21/2024,FY24
1723250,Educere,DT:03/19/2024 CHK:756779,"$1,990",Litchfield Community Unit School District 12,Litchfield,Illinois,03/19/2024,FY24
3619380,Educere,241159,"$1,000",Millbrook Central School District,Millbrook,New York,03/19/2024,FY24
1730160,Educere,DT:03/18/2024 CHK:47433,"$2,121",Oregon Community Unit School District 220,Oregon,Illinois,03/18/2024,FY24
4211450,Educere,PYMT: 0000022243,"$1,999",Hanover Public School District,Hanover,Pennsylvania,03/18/2024,FY24
1700105,Educere,VEN:2864 DT:03/14/2024 CHK:26467,"$2,045",A-C Central Community Unit School District 262,Ashland,Illinois,03/14/2024,FY24
3630540,Educere,20241737,"$2,000",West Babylon Union Free School District,West Babylon,New York,03/14/2024,FY24
3405610,Educere,PO: 24-02199 CHK:530755,"$10,035",Freehold Regional School District,Englishtown,New Jersey,03/14/2024,FY24
3405610,Educere,PO: 24-00103 CHK:530755,"$4,625",Freehold Regional School District,Englishtown,New Jersey,03/14/2024,FY24
4224650,Educere,2400000690,"$2,000",Valley View School District,Archbald,Pennsylvania,03/08/2024,FY24
4211450,Educere,PYMT: 0000022182,"$11,994",Hanover Public School District,Hanover,Pennsylvania,03/08/2024,FY24
3416800,Educere,24-006666,"$6,241",Vineland City School District,Vineland,New Jersey,03/07/2024,FY24
3417430,Educere,24-3994,"$2,321",West Deptford Township School District,West Deptford,New Jersey,03/07/2024,FY24
3404380,Educere,CHK:401879 CHK:165856,"$3,007",Eastern Camden County Regional School District,Voorhees,New Jersey,03/06/2024,FY24
3404500,Educere,PO-24-0006534,"$2,045",Edison Township School District,Edison,New Jersey,03/04/2024,FY24
3401500,Educere,24-2933,"$1,197",Bergenfield Borough School District,Bergenfield,New Jersey,03/01/2024,FY24
2613560,Educere,DT:03/01/2024 CHK:49465,"$8,504",Evart Public Schools,Evart,Michigan,03/01/2024,FY24
3400009,Educere,24-02082,"$3,364",Somerset Hills Regional School District,Bernardsville,New Jersey,03/01/2024,FY24
3413650,Educere,PO-24-02544,"$36,192",Randolph Township School District,Randolph,New Jersey,03/01/2024,FY24
4226520,Educere,DT:03/01/2024 CHK:38587,"$2,943",Wilmington Area School District,New Wilmington,Pennsylvania,03/01/2024,FY24
3415450,Educere,401764,"$2,993",Delsea Regional High School School District,Franklinville,New Jersey,02/29/2024,FY24
3411970,Educere,PO:401919 DT:02/29/2024,"$1,385",Ocean City School District,Ocean City,New Jersey,02/29/2024,FY24
4202970,Educere,PO:0132400073 DT:02/29/2024,"$3,768",Baldwin-Whitehall School District,Pittsburgh,Pennsylvania,02/29/2024,FY24
4205190,Educere,VEN:Educere LLC DT:02/29/2024,"$1,088",Centennial School District,Warminster,Pennsylvania,02/29/2024,FY24
5503840,Educere,4002400577,"$18,238",Durand School District,Durand,Wisconsin,02/29/2024,FY24
4214310,Educere,PMT:AP3097600027,"$7,419",Loyalsock Township School District,Williamsport,Pennsylvania,02/29/2024,FY24
3410110,Educere,24-002558,"$2,195",Middletown Township School District,Leonardo,New Jersey,02/28/2024,FY24
3412570,Educere,24001278,"$1,392",Passaic Valley Regional School District,Little Falls,New Jersey,02/28/2024,FY24
3410110,Educere,24-002560,"$3,841",Middletown Township School District,Leonardo,New Jersey,02/28/2024,FY24
4219470,Educere,802400175,"$5,519",Colonial School District,Plymouth Meeting,Pennsylvania,02/27/2024,FY24
3412570,Educere,24001165,"$2,900",Passaic Valley Regional School District,Little Falls,New Jersey,02/27/2024,FY24
3406390,Educere,PO-24-01628,"$1,197",Haddonfield Borough School District,Haddonfield,New Jersey,02/26/2024,FY24
3409330,Educere,403226,"$5,603",Mahwah Township School District,Mahwah,New Jersey,02/26/2024,FY24
3416800,Educere,24-006395,"$1,995",Vineland City School District,Vineland,New Jersey,02/22/2024,FY24
1725590,Educere,DT:02/21/2024 CHK:17150,"$3,140",Community Unit School District 4,Mendon,Illinois,02/21/2024,FY24
4224650,Educere,2400000666,"$2,000",Valley View School District,Archbald,Pennsylvania,02/21/2024,FY24
1711790,Educere,282400241,"$1,148",Danville Community Consolidated School District 118,Danville,Illinois,02/16/2024,FY24
1724940,Educere,DT:2/15/2024 CHK:16471,"$18,023",Mascoutah Community Unit School District 19,Mascoutah,Illinois,02/15/2024,FY24
4211450,Educere,PYMT: 0000021994,"$9,995",Hanover Public School District,Hanover,Pennsylvania,02/12/2024,FY24
3404500,Educere,PO-24-0006031,"$9,274",Edison Township School District,Edison,New Jersey,02/12/2024,FY24
4220580,Educere,2400000801,"$4,190",South Fayette Township School District,McDonald,Pennsylvania,02/06/2024,FY24
4224650,Educere,2400000648,"$3,998",Valley View School District,Archbald,Pennsylvania,02/05/2024,FY24
3413230,Educere,PO-24-1044,"$1,309",Plumsted Township School District,New Egypt,New Jersey,02/05/2024,FY24
4222620,Educere,241828,"$1,073",Springfield Township School District,Oreland,Pennsylvania,02/02/2024,FY24
4202970,Educere,PO:0132400030 DT:02/02/2024,"$17,991",Baldwin-Whitehall School District,Pittsburgh,Pennsylvania,02/02/2024,FY24
3904847,Educere,2401108,"$1,000",Buckeye Local School District (Lorain and Medina Counties),Medina,Ohio,02/01/2024,FY24
3402520,Educere,241236,"$5,000",Butler Borough School District,Butler,New Jersey,02/01/2024,FY24
5307320,Educere,PG241443,"$5,000",Richland School District,West Richland,Washington,02/01/2024,FY24
3415450,Educere,401568,"$4,843",Delsea Regional High School School District,Franklinville,New Jersey,02/01/2024,FY24
4205190,Educere,30000004,"$35,209",Centennial School District,Warminster,Pennsylvania,01/31/2024,FY24
4202970,Educere,PO:0132400069 DT:01/31/2024,"$24,688",Baldwin-Whitehall School District,Pittsburgh,Pennsylvania,01/31/2024,FY24
4202970,Educere,PO:0132400073 DT:01/31/2024,"$4,163",Baldwin-Whitehall School District,Pittsburgh,Pennsylvania,01/31/2024,FY24
,Educere,24330345,"$2,249",Town of Foxborough,Foxboro,Massachusetts,01/31/2024,FY24
3404380,Educere,CHK:401745 CHK:165596,"$2,708",Eastern Camden County Regional School District,Voorhees,New Jersey,01/29/2024,FY24
3904922,Educere,DT:1/26/2024 TRN:28754,"$4,066",Southeast Local School District (Portage County),Ravenna,Ohio,01/26/2024,FY24
3409750,Educere,24-02972,"$1,572",Matawan-Aberdeen Regional School District,Aberdeen,New Jersey,01/26/2024,FY24
3403990,Educere,PO:342254 CHK:60042,"$1,661",Dumont Borough School District,Dumont,New Jersey,01/25/2024,FY24
3403990,Educere,PO:342365 CHK:60042,"$1,769",Dumont Borough School District,Dumont,New Jersey,01/25/2024,FY24
3680540,Educere,735216,"$10,794",Nassau Board of Cooperative Educational Services,Garden City,New York,01/24/2024,FY24
1730990,Educere,VEN:EDUCERE DT:01/18/2024 CHK:25032,"$1,944",Payson Community Unit School District 1,Payson,Illinois,01/18/2024,FY24
3416800,Educere,24-005438,"$1,172",Vineland City School District,Vineland,New Jersey,01/18/2024,FY24
3405610,Educere,PO: 24-00103 CHK:528616,"$5,278",Freehold Regional School District,Englishtown,New Jersey,01/17/2024,FY24
3405610,Educere,PO: 24-01095 CHK:528616,"$9,103",Freehold Regional School District,Englishtown,New Jersey,01/17/2024,FY24
4218510,Educere,VEN:26138 DT:01/15/2024,"$16,384",Parkland School District,Allentown,Pennsylvania,01/15/2024,FY24
5505940,Educere,8402400036,"$2,999",Greenfield School District,Greenfield,Wisconsin,01/15/2024,FY24
4214310,Educere,PMT:AP3071900033,"$5,843",Loyalsock Township School District,Williamsport,Pennsylvania,01/12/2024,FY24
3606060,Educere,23241420,"$1,073",Byram Hills Central School District,Armonk,New York,01/10/2024,FY24
3404380,Educere,CHK:401578 CHK:165391,"$2,515",Eastern Camden County Regional School District,Voorhees,New Jersey,01/08/2024,FY24
4218120,Educere,VEN:EDUCERE LLC DT:01/05/2024,"$55,972",Old Forge School District,Old Forge,Pennsylvania,01/05/2024,FY24
