Agency NCES ID,Competitor,PO Number,PO Amount,Agency,Agency City,Agency State,PO Signed Date,Fiscal Year
3627180,Educere,54459,"$1,397",Somers Central School District,Somers,New York,06/06/2023,FY23
4202040,Educere,2102300056,"$1,491",Abington School District,Abington,Pennsylvania,06/06/2023,FY23
3415480,Educere,PO-23-0002899,"$1,218",Southern Regional School District,Manahawkin,New Jersey,06/06/2023,FY23
3407980,Educere,23-02873,"$6,626",Kingsway Regional School District,Woolwich Twp.,New Jersey,06/06/2023,FY23
4219470,Educere,802300291,"$1,197",Colonial School District,Plymouth Meeting,Pennsylvania,06/04/2023,FY23
4214310,Educere,PMT:AP2993300029,"$1,193",Loyalsock Township School District,Williamsport,Pennsylvania,06/02/2023,FY23
,Educere,DT:6/2/2023 REQ:231101,"$4,000",Bucks County Technical High School,Fairless Hills,Pennsylvania,06/02/2023,FY23
3405310,Educere,2223-3247,"$4,485",Fort Lee Borough School District,Fort Lee,New Jersey,06/01/2023,FY23
3405310,Educere,2223-3248,"$1,374",Fort Lee Borough School District,Fort Lee,New Jersey,06/01/2023,FY23
3404660,Educere,23-1721,"$20,000",Elmwood Park Borough School District,Elmwood Park,New Jersey,06/01/2023,FY23
3410110,Educere,PO-23-003495,"$1,268",Middletown Township School District,Leonardo,New Jersey,06/01/2023,FY23
3415120,Educere,231355,"$7,800",South Amboy City School District,South Amboy,New Jersey,06/01/2023,FY23
3415450,Educere,302267,"$3,082",Delsea Regional High School School District,Franklinville,New Jersey,06/01/2023,FY23
3404380,Educere,301939,"$3,093",Eastern Camden County Regional School District,Voorhees,New Jersey,06/01/2023,FY23
,Educere,2023-23330330,"$1,354",Town of Foxborough,Foxboro,Massachusetts,05/31/2023,FY23
3417100,Educere,23-02943,"$1,500",Robbinsville Township School District,Robbinsville,New Jersey,05/31/2023,FY23
4219890,Educere,333018,"$1,160",Quakertown Community School District,Quakertown,Pennsylvania,05/31/2023,FY23
2400330,Educere,268391,"$1,189",Frederick County Public Schools,Frederick,Maryland,05/26/2023,FY23
4219050,Educere,1202223480,"$1,015",Phoenixville Area School District,Phoenixville,Pennsylvania,05/26/2023,FY23
3403300,Educere,R-235479,"$2,494",Clifton City School District,Clifton,New Jersey,05/25/2023,FY23
3404290,Educere,CHK: 030415,"$1,572",East Rutherford Borough School District,East Rutherford,New Jersey,05/25/2023,FY23
3411970,Educere,PO:302708 DT:05/24/2023,"$2,285",Ocean City School District,Ocean City,New Jersey,05/24/2023,FY23
3403000,Educere,307210,"$3,705",Cherry Hill Township School District,Cherry Hill,New Jersey,05/19/2023,FY23
2500002,Educere,DT:05/18/2023 CHK:73574,"$12,813",Spencer-East Brookfield School District,Spencer,Massachusetts,05/18/2023,FY23
3412420,Educere,303630,"$4,000",Paramus Borough School District,Paramus,New Jersey,05/18/2023,FY23
3408610,Educere,23-02898,"$1,170",Linden City School District,Linden,New Jersey,05/12/2023,FY23
1724940,Educere,CHK#: 15017 DT: 5/12/2023,"$5,626",Mascoutah Community Unit School District 19,Mascoutah,Illinois,05/12/2023,FY23
4205700,Educere,PO:230092 DT:05/11/2023 INV:CharVal2304,"$3,998",Chartiers Valley School District,Pittsburgh,Pennsylvania,05/11/2023,FY23
4205190,Educere,402223406,"$2,581",Centennial School District,Warminster,Pennsylvania,05/03/2023,FY23
4220910,Educere,7277,"$2,793",Schuylkill Haven Area School District,Schuylkill Haven,Pennsylvania,05/01/2023,FY23
3417100,Educere,23-02726,"$1,190",Robbinsville Township School District,Robbinsville,New Jersey,04/30/2023,FY23
4205700,Educere,PO:230996 DT:04/30/2023 INV:CharVal2305,"$2,394",Chartiers Valley School District,Pittsburgh,Pennsylvania,04/30/2023,FY23
3407230,Educere,23-04938,"$2,228",Hillsborough Township School District,Hillsborough,New Jersey,04/28/2023,FY23
3407230,Educere,23-05131,"$1,160",Hillsborough Township School District,Hillsborough,New Jersey,04/28/2023,FY23
4219890,Educere,332707,"$1,272",Quakertown Community School District,Quakertown,Pennsylvania,04/27/2023,FY23
2511970,Educere,DT:04/27/2023 CHK:334009,"$6,847",Walpole School District,Walpole,Massachusetts,04/27/2023,FY23
3403300,Educere,R-235292,"$8,276",Clifton City School District,Clifton,New Jersey,04/27/2023,FY23
2504950,Educere,23330281,"$1,730",Foxborough School District,Foxborough,Massachusetts,04/27/2023,FY23
3418120,Educere,PO:PO-23-02366 DT:04/27/2023 CHK:1021646,"$1,596",Woodbridge Township School District,Woodbridge,New Jersey,04/27/2023,FY23
3418120,Educere,PO:PO-23-02366 DT:04/26/2023 CHK:1021908,"$1,596",Woodbridge Township School District,Woodbridge,New Jersey,04/26/2023,FY23
4219470,Educere,802300267,"$4,671",Colonial School District,Plymouth Meeting,Pennsylvania,04/26/2023,FY23
3415450,Educere,302081,"$5,066",Delsea Regional High School School District,Franklinville,New Jersey,04/26/2023,FY23
3404380,Educere,301783,"$6,428",Eastern Camden County Regional School District,Voorhees,New Jersey,04/26/2023,FY23
4214310,Educere,PMT:AP2975800025,"$1,188",Loyalsock Township School District,Williamsport,Pennsylvania,04/26/2023,FY23
3408850,Educere,301921,"$6,539",Lodi Borough School District,Lodi,New Jersey,04/25/2023,FY23
3404290,Educere,CHK: 030307,"$1,392",East Rutherford Borough School District,East Rutherford,New Jersey,04/24/2023,FY23
3412260,Educere,VEN:1233 DT:04/24/2023 CHK:101318,"$1,796",River Dell Regional School District,River Edge,New Jersey,04/24/2023,FY23
3418000,Educere,PO:23-01712 DT:04/24/2023 CHK:160242,"$8,505",Willingboro Township School District,Willingboro,New Jersey,04/24/2023,FY23
3410110,Educere,PO-23-003058,"$1,995",Middletown Township School District,Leonardo,New Jersey,04/21/2023,FY23
3408060,Educere,301309,"$10,836",Kittatinny Regional School District,Newton,New Jersey,04/21/2023,FY23
3413650,Educere,2302882,"$1,450",Randolph Township School District,Randolph,New Jersey,04/21/2023,FY23
3411970,Educere,PO:302350 DT:04/20/2023,"$2,796",Ocean City School District,Ocean City,New Jersey,04/20/2023,FY23
3409330,Educere,303850,"$4,019",Mahwah Township School District,Mahwah,New Jersey,04/20/2023,FY23
2400330,Educere,267788,"$1,044",Frederick County Public Schools,Frederick,Maryland,04/19/2023,FY23
1723250,Educere,2302,"$1,042",Litchfield Community Unit School District 12,Litchfield,Illinois,04/18/2023,FY23
4218120,Educere,VEN:EDUCERE LLC DT:04/17/2023,"$21,989",Old Forge School District,Old Forge,Pennsylvania,04/17/2023,FY23
4211450,Educere,PYMT: 0000019938,"$1,999",Hanover Public School District,Hanover,Pennsylvania,04/14/2023,FY23
2511880,Educere,70130240,"$1,446",Wachusett School District,Jefferson,Massachusetts,04/13/2023,FY23
2511880,Educere,7.01E+07,"$1,446",Wachusett School District,Jefferson,Massachusetts,04/13/2023,FY23
3410110,Educere,PO-23-002902,"$2,191",Middletown Township School District,Leonardo,New Jersey,04/12/2023,FY23
3410110,Educere,PO-23-002899,"$2,469",Middletown Township School District,Leonardo,New Jersey,04/12/2023,FY23
3904718,Educere,208664,"$11,299",Chardon Local School District,Chardon,Ohio,04/12/2023,FY23
4206240,Educere,VEN:EDUCERE LLC DT:04/08/2023,"$3,908",Coatesville Area School District,Thorndale,Pennsylvania,04/08/2023,FY23
4214310,Educere,PMT:AP2966000001,"$5,362",Loyalsock Township School District,Williamsport,Pennsylvania,04/06/2023,FY23
3680700,Educere,23-03054,"$87,019",Rensselaer-Columbia-Greene Board of Cooperative Educational Services,Castleton,New York,04/03/2023,FY23
4205700,Educere,PO:230092 DT:04/03/2023 INV:CharVal2303,"$3,998",Chartiers Valley School District,Pittsburgh,Pennsylvania,04/03/2023,FY23
101760,Educere,DT:04/01/2023 CHK:30082,"$2,579",Homewood City School District,Homewood,Alabama,04/01/2023,FY23
101760,Educere,DT:04/01/2023 CHK:30119,"$4,243",Homewood City School District,Homewood,Alabama,04/01/2023,FY23
3400009,Educere,23-02011,"$2,719",Somerset Hills Regional School District,Bernardsville,New Jersey,04/01/2023,FY23
3400009,Educere,23-02101,"$5,191",Somerset Hills Regional School District,Bernardsville,New Jersey,04/01/2023,FY23
3400009,Educere,23-02033,"$2,719",Somerset Hills Regional School District,Bernardsville,New Jersey,04/01/2023,FY23
3409240,Educere,303544,"$1,995",Madison Borough School District,Madison,New Jersey,04/01/2023,FY23
,Educere,2023-23330281,"$1,132",Town of Foxborough,Foxboro,Massachusetts,03/31/2023,FY23
2511740,Educere,PO:20231290 INV:TritnMA2304,"$1,144",Triton School District,Byfield,Massachusetts,03/31/2023,FY23
5503840,Educere,4002300615,"$1,346",Durand School District,Durand,Wisconsin,03/31/2023,FY23
3404500,Educere,PO-23-0006760,"$13,787",Edison Township School District,Edison,New Jersey,03/31/2023,FY23
2504950,Educere,23330268,"$1,504",Foxborough School District,Foxborough,Massachusetts,03/30/2023,FY23
4219470,Educere,802300251,"$2,934",Colonial School District,Plymouth Meeting,Pennsylvania,03/29/2023,FY23
3403990,Educere,233043,"$3,581",Dumont Borough School District,Dumont,New Jersey,03/29/2023,FY23
3411970,Educere,PO:302192 DT:03/28/2023,"$3,821",Ocean City School District,Ocean City,New Jersey,03/28/2023,FY23
3404380,Educere,301672,"$5,287",Eastern Camden County Regional School District,Voorhees,New Jersey,03/28/2023,FY23
3415450,Educere,301900,"$5,457",Delsea Regional High School School District,Franklinville,New Jersey,03/28/2023,FY23
4222620,Educere,232082,"$2,943",Springfield Township School District,Oreland,Pennsylvania,03/27/2023,FY23
3409330,Educere,303633,"$1,085",Mahwah Township School District,Mahwah,New Jersey,03/27/2023,FY23
3405220,Educere,23001852,"$1,522",Florence Township School District,Florence,New Jersey,03/27/2023,FY23
4211450,Educere,PYMT: 0000019813,"$9,995",Hanover Public School District,Hanover,Pennsylvania,03/24/2023,FY23
1723250,Educere,2301,"$4,078",Litchfield Community Unit School District 12,Litchfield,Illinois,03/21/2023,FY23
4218120,Educere,VEN:EDUCERE LLC DT:03/18/2023,"$3,998",Old Forge School District,Old Forge,Pennsylvania,03/18/2023,FY23
4219050,Educere,1202223384,"$1,160",Phoenixville Area School District,Phoenixville,Pennsylvania,03/17/2023,FY23
1724940,Educere,CHK#: 14721 DT: 3/17/2023,"$5,187",Mascoutah Community Unit School District 19,Mascoutah,Illinois,03/17/2023,FY23
3405610,Educere,PO: 23-02142 CHK:521219,"$10,672",Freehold Regional School District,Englishtown,New Jersey,03/16/2023,FY23
3405610,Educere,PO: 23-00087 CHK:521219,"$1,623",Freehold Regional School District,Englishtown,New Jersey,03/16/2023,FY23
3415450,Educere,301850,"$3,750",Delsea Regional High School School District,Franklinville,New Jersey,03/16/2023,FY23
3404500,Educere,PO-23-0006349,"$3,538",Edison Township School District,Edison,New Jersey,03/14/2023,FY23
4205700,Educere,DT:03/14/2023 CHK:5126,"$1,999",Chartiers Valley School District,Pittsburgh,Pennsylvania,03/14/2023,FY23
4219050,Educere,1202223377,"$1,479",Phoenixville Area School District,Phoenixville,Pennsylvania,03/13/2023,FY23
4221490,Educere,2300000358,"$1,999",Shenandoah Valley School District,Shenandoah,Pennsylvania,03/13/2023,FY23
2511970,Educere,VEN:034251 DT:03/09/2023,"$2,625",Walpole School District,Walpole,Massachusetts,03/09/2023,FY23
3404380,Educere,301581,"$6,295",Eastern Camden County Regional School District,Voorhees,New Jersey,03/09/2023,FY23
5503840,Educere,4002300547,"$15,079",Durand School District,Durand,Wisconsin,03/09/2023,FY23
4219470,Educere,802300236,"$3,199",Colonial School District,Plymouth Meeting,Pennsylvania,03/07/2023,FY23
4214310,Educere,PMT:AP2953700007,"$3,342",Loyalsock Township School District,Williamsport,Pennsylvania,03/07/2023,FY23
3410110,Educere,PO-23-002639,"$1,995",Middletown Township School District,Leonardo,New Jersey,03/07/2023,FY23
4205190,Educere,402223298,"$2,494",Centennial School District,Warminster,Pennsylvania,03/07/2023,FY23
3411970,Educere,PO:302013 DT:03/07/2023,"$6,199",Ocean City School District,Ocean City,New Jersey,03/07/2023,FY23
3413230,Educere,PO-23-1139,"$1,027",Plumsted Township School District,New Egypt,New Jersey,03/06/2023,FY23
4225230,Educere,OSA23467,"$1,547",West Branch Area School District,Morrisdale,Pennsylvania,03/03/2023,FY23
3403300,Educere,R-234767,"$1,421",Clifton City School District,Clifton,New Jersey,03/02/2023,FY23
3403300,Educere,R-234643,"$2,001",Clifton City School District,Clifton,New Jersey,03/02/2023,FY23
2510770,Educere,231059,"$3,364",Shrewsbury School District,Shrewsbury,Massachusetts,03/02/2023,FY23
,Educere,231059,"$3,364",Town of Shrewsbury,Shrewsbury,Massachusetts,03/02/2023,FY23
3904736,Educere,P2304123,"$2,691",Northwest Local School District (Butler and Hamilton Counties),Cincinnati,Ohio,03/01/2023,FY23
101760,Educere,DT:03/01/2023 CHK:30048,"$4,009",Homewood City School District,Homewood,Alabama,03/01/2023,FY23
3415510,Educere,2303572,"$3,511",Sparta Township School District,Sparta,New Jersey,03/01/2023,FY23
900750,Educere,PO:230872 VEN:EDUCERE LLC-S-Corp DT:03/01/2023,"$1,000",Cheshire School District,Cheshire,Connecticut,03/01/2023,FY23
3415480,Educere,PO-23-0002162,"$1,813",Southern Regional School District,Manahawkin,New Jersey,03/01/2023,FY23
3404660,Educere,23-1298,"$20,000",Elmwood Park Borough School District,Elmwood Park,New Jersey,03/01/2023,FY23
,Educere,2023-23330268,"$1,504",Town of Foxborough,Foxboro,Massachusetts,02/28/2023,FY23
3416230,Educere,23-06706,"$1,098",Toms River Regional School District,Toms River,New Jersey,02/28/2023,FY23
3417100,Educere,23-02427,"$2,784",Robbinsville Township School District,Robbinsville,New Jersey,02/28/2023,FY23
,Educere,607652,"$1,309",Benjamin Franklin High School,New Orleans,Louisiana,02/28/2023,FY23
2400330,Educere,266915,"$1,856",Frederick County Public Schools,Frederick,Maryland,02/24/2023,FY23
4205190,Educere,32223194,"$12,952",Centennial School District,Warminster,Pennsylvania,02/23/2023,FY23
4218120,Educere,VEN:EDUCERE LLC DT:02/23/2023,"$2,796",Old Forge School District,Old Forge,Pennsylvania,02/23/2023,FY23
3407230,Educere,23-04307,"$1,740",Hillsborough Township School District,Hillsborough,New Jersey,02/23/2023,FY23
3415450,Educere,301721,"$7,162",Delsea Regional High School School District,Franklinville,New Jersey,02/22/2023,FY23
3408850,Educere,301663,"$12,000",Lodi Borough School District,Lodi,New Jersey,02/17/2023,FY23
4220580,Educere,2300000691,"$2,993",South Fayette Township School District,McDonald,Pennsylvania,02/16/2023,FY23
1730990,Educere,CHK:24543,"$6,130",Payson Community Unit School District 1,Payson,Illinois,02/16/2023,FY23
1739120,Educere,DT:02/15/2023 CHK:82965,"$2,999",Tolono Community Unit School District 7,Tolono,Illinois,02/15/2023,FY23
2400330,Educere,266809,"$1,849",Frederick County Public Schools,Frederick,Maryland,02/15/2023,FY23
4220310,Educere,22230276,"$5,997",Ridgway Area School District,Ridgway,Pennsylvania,02/15/2023,FY23
4206240,Educere,VEN:EDUCERE LLC DT:02/11/2023,"$1,995",Coatesville Area School District,Thorndale,Pennsylvania,02/11/2023,FY23
4211450,Educere,PYMT: 0000019504,"$5,997",Hanover Public School District,Hanover,Pennsylvania,02/10/2023,FY23
3413230,Educere,PO-23-1096,"$2,024",Plumsted Township School District,New Egypt,New Jersey,02/10/2023,FY23
4205700,Educere,DT:02/08/2023 CHK:4957,"$3,998",Chartiers Valley School District,Pittsburgh,Pennsylvania,02/08/2023,FY23
4205190,Educere,402223261,"$2,146",Centennial School District,Warminster,Pennsylvania,02/06/2023,FY23
4205190,Educere,22223143,"$3,156",Centennial School District,Warminster,Pennsylvania,02/03/2023,FY23
3404500,Educere,PO-23-0004887,"$1,856",Edison Township School District,Edison,New Jersey,02/01/2023,FY23
3405310,Educere,2223-2784,"$11,136",Fort Lee Borough School District,Fort Lee,New Jersey,02/01/2023,FY23
2509030,Educere,230818,"$1,697",Norwell School District,Norwell,Massachusetts,02/01/2023,FY23
3404380,Educere,301397,"$4,705",Eastern Camden County Regional School District,Voorhees,New Jersey,02/01/2023,FY23
1707440,Educere,CHK:65890 DT:02/01/2023,"$14,215",Brownstown Community Unit School District 201,Brownstown,Illinois,02/01/2023,FY23
3417100,Educere,23-02238,"$1,160",Robbinsville Township School District,Robbinsville,New Jersey,01/31/2023,FY23
3405310,Educere,2223-2544,"$1,596",Fort Lee Borough School District,Fort Lee,New Jersey,01/31/2023,FY23
3413230,Educere,PO-23-1009,"$1,596",Plumsted Township School District,New Egypt,New Jersey,01/27/2023,FY23
4219470,Educere,802300208,"$1,022",Colonial School District,Plymouth Meeting,Pennsylvania,01/27/2023,FY23
5103930,Educere,20231872,"$2,500",Waynesboro City Public Schools,Waynesboro,Virginia,01/26/2023,FY23
1715880,Educere,VEN:EDUCERE LLC DT:1/26/23,"$2,668",Community Unit School District 2,Serena,Illinois,01/26/2023,FY23
4219050,Educere,1202223305,"$1,015",Phoenixville Area School District,Phoenixville,Pennsylvania,01/26/2023,FY23
1730630,Educere,DT:01/24/2023 CHK:106017,"$1,891",Pana Community Unit School District 8,Pana,Illinois,01/24/2023,FY23
3405220,Educere,23001475,"$14,468",Florence Township School District,Florence,New Jersey,01/23/2023,FY23
3411970,Educere,PO:301655 DT:01/23/2023,"$4,292",Ocean City School District,Ocean City,New Jersey,01/23/2023,FY23
3904380,Educere,23012665,"$15,400",Columbus City School District,Columbus,Ohio,01/20/2023,FY23
4218120,Educere,VEN:EDUCERE LLC DT:01/20/2023,"$5,997",Old Forge School District,Old Forge,Pennsylvania,01/20/2023,FY23
3412420,Educere,302591,"$1,000",Paramus Borough School District,Paramus,New Jersey,01/20/2023,FY23
3418120,Educere,PO:PO-23-02366 DT:01/20/2023 CHK:1020067,"$1,396",Woodbridge Township School District,Woodbridge,New Jersey,01/20/2023,FY23
3403300,Educere,R-234307,"$1,624",Clifton City School District,Clifton,New Jersey,01/19/2023,FY23
3405610,Educere,PO: 23-01791 CHK:518859,"$10,158",Freehold Regional School District,Englishtown,New Jersey,01/13/2023,FY23
3405610,Educere,PO: 23-02142 CHK:518859,"$4,771",Freehold Regional School District,Englishtown,New Jersey,01/13/2023,FY23
3405610,Educere,PO: 23-00087 CHK:518859,"$11,049",Freehold Regional School District,Englishtown,New Jersey,01/13/2023,FY23
4202040,Educere,"PO:2102300033 INV:AbingHS221 VEN:EDUCERE, LLC","$1,015",Abington School District,Abington,Pennsylvania,01/12/2023,FY23
3410110,Educere,PO-23-001977,"$3,392",Middletown Township School District,Leonardo,New Jersey,01/05/2023,FY23
,Educere,2301367,"$1,900",Granville School District,Granville,Ohio,01/05/2023,FY23
3402910,Educere,23A-2248,"$12,590",Central Regional School District,Bayville,New Jersey,01/01/2023,FY23
3417100,Educere,23-01954,"$1,160",Robbinsville Township School District,Robbinsville,New Jersey,12/31/2022,FY23
2511970,Educere,VEN:034251 DT:12/29/2022,"$2,294",Walpole School District,Walpole,Massachusetts,12/29/2022,FY23
3904979,Educere,DT:12/29/2022 TRN:24193,"$1,147",Hardin-Houston Local School District,Houston,Ohio,12/29/2022,FY23
3404500,Educere,PO-23-0003911,"$2,204",Edison Township School District,Edison,New Jersey,12/28/2022,FY23
